ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur
,,,,,,Amaryllidaceae,,,14,Allium cepa L. (oignon),Médicinal
,,,,,,Amaryllidaceae,,,14,Allium cepa L. (oignon),Système 4
CA 0 FRIBG 20060307,,,,,,Amaryllidaceae,,,,Allium cernuum Roth,Géophytes
XX 0 FRIBG 20060029,,,,,,Amaryllidaceae,,,,Allium cernuum Roth,Géophytes
XX 0 RAMB 206951,,,,,,Amaryllidaceae,,,,Allium christophii Trautv.,Géophytes
XX 0 FRIBG 20140564,,,,,,Amaryllidaceae,,,,Allium fistulosum L.,Système 4
XX 0 FRIBG 19950608,,,,,,Amaryllidaceae,,,,Allium flavum L. s.l.,Géophytes
XX 0 FRIBG 19820006,"Mölders Wolfgang, 1990",,,,,Amaryllidaceae,,,,Allium flavum L. subsp. flavum,Pl. médit.
XX 0 FRIBG 20140383,,,,,,Amaryllidaceae,,,,Allium giganteum Regel,Géophytes
IT 0 GZU 99 702388,,,,,,Amaryllidaceae,,,,Allium insubricum Boiss. et Reut.,Système 4
XX 0 FRIBG 20150358,,,,,,Amaryllidaceae,,,,Allium karataviense Regel,Géophytes
CH 0 FRIBG 20040667,"Clément Benoit, 2004",,,,,Amaryllidaceae,,,,Allium lusitanicum Lam.,Alp. calcaire 6
CH 0 FRIBG 20031039,,,,,,Amaryllidaceae,,,,Allium lusitanicum Lam.,Pl. protégées
CH 0 FRIBG 20040667,"Clément Benoit, 2004",,,,,Amaryllidaceae,,,,Allium lusitanicum Lam.,Géophytes
XX 0 FRIBG 19950610,,,,,,Amaryllidaceae,,,,Allium moly L.,Géophytes
XX 0 FRIBG 20060030,,,,,,Amaryllidaceae,,,,Allium narcissiflorum Vill.,Géophytes
GR 0 OSN 2005-397,,,,,,Amaryllidaceae,,,,Allium nigrum L.,Géophytes
XX 0 FRIBG 20150360,,,,,,Amaryllidaceae,,,,Allium nigrum L.,Géophytes
XX 0 FRIBG 20140382,,,,,,Amaryllidaceae,,,,Allium obliquum L.,Géophytes
CH 0 FRIBG 20040668,,,,,,Amaryllidaceae,,,,Allium oleraceum L.,Alp. calcaire 3
XX 0 PORTY 10475,,,,,,Amaryllidaceae,,,,Allium oreophilum C. A. Mey.,Géophytes
XX 00 FRIBG 20160512,,,,,,Amaryllidaceae,,,,Allium oschaninii B. Fedtsch.,Système 4
XX 0 FRIBG 20020087,,,,,,Amaryllidaceae,,,,Allium paradoxum G. Don,Géophytes
,,,,,,Amaryllidaceae,,,,Allium porrum L.,Système 4
XX 0 FRIBG 19960476,,,,,,Amaryllidaceae,,,,Allium rosenbachianum Regel,Géophytes
,,,,,,Amaryllidaceae,,,,Allium sativum L.,Médicinal
,,,,,,Amaryllidaceae,,,,Allium sativum L.,Système 4
CH 0 FRIBG 20020381,,,,,,Amaryllidaceae,,,,Allium schoenoprasum L.,Alp. calcaire 6
XX 0 FRIBG 20150357,,,,,,Amaryllidaceae,,,,Allium schubertii Zucc.,Géophytes
XX 0 FRIBG 20140384,,,,,,Amaryllidaceae,,,,Allium siculum subsp. dioscoridis (Sm.) K.Richt.,Géophytes
XX 0 FRIBG 20030346,,,,,,Amaryllidaceae,,,,Allium sikkimense Baker,Géophytes
FR 0 FRIBG 19930515,,,,,,Amaryllidaceae,,,,Allium sphaerocephalon L.,Pl. médit.
FR 0 FRIBG 19950247,,,,,,Amaryllidaceae,,,,Allium sphaerocephalon L.,Géophytes
CH 0 FRIBG 20030676,"Clément Benoit, 2007",,,,,Amaryllidaceae,,,,Allium sphaerocephalon L.,Steppe val.
CH 0 FRIBG 20050500,"Clément Benoit, 2007",,,,,Amaryllidaceae,,,,Allium sphaerocephalon L.,Pl. protégées
CH 0 FRIBG 20010530,"Clément Benoit, 2007",,,,,Amaryllidaceae,,,,Allium sphaerocephalon L.,Alp. calcaire 6
XX 0 FRIBG 20040534,,,,,,Amaryllidaceae,,,,Allium stipitatum Regel,Géophytes
IL 0 FRIBG 20130027,,,,,,Amaryllidaceae,,,,Allium tel-avivense Eig.,Géophytes
XX 0 G 19896825,,,,,,Amaryllidaceae,,,,Allium triquetrum L.,Géophytes
XX 0 FRIBG 20030895,"Bollinger Susanne, 2003",,,,,Amaryllidaceae,,,,Allium tuberosum Spreng.,Géophytes
XX 0 MJG 19--38110,,,,,,Amaryllidaceae,,,,Allium tuberosum Spreng.,Système 4
XX 0 FRIBG 10000576,,,,,,Amaryllidaceae,,,,Allium ursinum L.,Médicinal
CH 0 FRIBG 20020663,"Clément Benoit, 2007",,,,,Amaryllidaceae,,,,Allium victorialis L.,Alp. calcaire 4
XX 0 FRIBG 19960394,,,,,,Amaryllidaceae,,,,Allium victorialis L.,Géophytes
CH 0 FRIBG 20120208,,,,,,Amaryllidaceae,,,,Allium victorialis L.,Alp. calcaire 2
,,,,,,Amaryllidaceae,,,,Allium vineale L.,Géophytes
XX 0 FRIBG 20180319,Sciboz J.,,,,,Amaryllidaceae,,,,Allium x proliferum (Moench) Willd.,Système 4
XX 0 FRIBG 10003139,,Bouture,,,,Gesneriaceae,,,,Alloplectus vittatus André,Serre 4
CH 0 FRIBG 19970471,"Castella Henri, Siboz Jacques, 1999",,,,,Betulaceae,,,,Alnus glutinosa (L.) Gaertn.,Arboretum
XX 0 FRIBG 10000577,"Castella Henri, Sciboz Jacques, 1999",,,,,Betulaceae,,,,Alnus incana Moench,Arboretum
XX 0 FRIBG 10000578,,,,,,Betulaceae,,,,Alnus rugosa Sprengel,Arboretum
XX 0 FRIBG 10000579,,,,,,Betulaceae,,,,Alnus viridis (Chaix) DC.,Alp. siliceux
XX 0 FRIBG 10002517,,,,,,Betulaceae,,,,Alnus viridis (Chaix) DC.,Alp. calcaire 1
XX 0 FRIBG 10003140,,,,,,Araceae,,,05 g,Alocasia macrorrhiza (L.) G. Don,Serre 4
XX 0 FRIBG 20120310,,,,,,Asphodelaceae,,,,Aloe arborescens Mill.,Serre 1 S-Afr.
XX 0 FRIBG 10000580,,,,,,Asphodelaceae,,,,Aloe aristata Haw.,Serre 1 S-Afr.
XX 0 FRIBG 19730560,,,,,,Asphodelaceae,,,,Aloe ciliaris Haw.,Serre 1 S-Afr.
XX 0 FRIBG 20140165,,,,,,Asphodelaceae,,,,Aloe ferox Mill.,Serre 1 S-Afr.
XX 0 FRIBG 10003066,,,,,,Asphodelaceae,,,,Aloe perfoliata L.,Serre 1 S-Afr.
XX 0 FRIBG 19890641,,,,,,Asphodelaceae,,,,Aloe secundiflora Engl.,Multiplication
XX 0 FRIBG 19970545,,,,,,Asphodelaceae,,,,Aloe sp.,Serre 1 S-Afr.
XX 0 FRIBG 20120311,,,,,,Asphodelaceae,,,,Aloe sp.,Multiplication
XX 0 FRIBG 20120356,,,,,,Asphodelaceae,,,,Aloe sp.,Serre 1 S-Afr.
XX 0 FRIBG 20120342,,,,,,Asphodelaceae,,,,Aloe vera (L.) Burm. f.,Serre 1 S-Afr.
XX 0 FRIBG 10000582,,,,,,Scrophulariaceae,,,14 s,Alonsoa caulialata Ruiz et Pav.,Système 1
AT 0 FRIBG 20030273,,,,,,Poaceae,,,,Alopecurus pratensis L.,Système 4
XX 0 FRIBG 19960384,,,,Feuilles,Châssis,Verbenaceae,,,,Aloysia triphylla (L'Hér.) Britton,Mur
XX 0 FRIBG 20080207,,,,,,Zingiberaceae,,,05 g,Alpinia galanga (L.) Willd.,Serre 5
XX 0 FRIBG 20040092,,Semis,,,,Zingiberaceae,,,05 g,Alpinia officinarum Hance,Serre 5
XX 0 FRIBG 10000585,,,,,,Malvaceae,,,,Althaea armeniaca Ten.,Système 3
XX 0 FRIBG 19910158,,,,,,Malvaceae,,,,Althaea cannabina L.,Système 3
XX 0 FRIBG 10002518,,,,,,Malvaceae,,,,Althaea officinalis L.,Médicinal
CH 0 FRIBG 19950304,"Thöni Erich Neyruz/ Schöpfer Josef, 1997",,,,,Brassicaceae,,,,Alyssoides utriculata (L.) Moench,Alp. calcaire 3
CH 0 FRIBG 19950304,"Thöni Erich Neyruz/ Schöpfer Josef, 1997",,,,,Brassicaceae,,,,Alyssoides utriculata (L.) Moench,Steppe val.
XX 0 G 19782038,,,,,,Brassicaceae,,,,Alyssum alpestre L.,Alp. siliceux
AT 0 FRIBG 20060005,,,,,,Brassicaceae,,,,Alyssum alyssoides (L.) L.,Pl. protégées
XX 0 FRIBG 19930182,,,,Châssis,,Brassicaceae,,,,Alyssum moellendorfianum Asch.,Pl. médit.
FR 0 BORD 120310,,,,,,Brassicaceae,,,,Alyssum montanum L.,Alp. calcaire 3
XX 0 DATH 430,,,,Châssis,,Brassicaceae,,,,Alyssum murale Waldst. et Kit.,Pl. médit.
XX 0 FRIBG 10000015,"Mölders Wolfgang, 1990",,,,,Amaranthaceae,,,14 s,Amaranthus albus L.,Système 3
XX 0 FRIBG 10000016,,,,,,Amaranthaceae,,,14 s,Amaranthus caudatus L. (fleurs rouges),Système 3
XX 0 FRIBG 10000085,,,,,,Amaranthaceae,,,14 s,Amaranthus cruentus L.,Système 3
XX 0 FRIBG 10000588,,,,,,Amaranthaceae,,,14 s,Amaranthus hypochondriacus L. 'Golden',Système 3
XX 0 FRIBG 10000589,,,,,,Amaranthaceae,,,14 s,Amaranthus hypochondriacus L. 'Mana de Montana',Système 3
XX 0 FRIBG 10000017,,,,,,Amaranthaceae,,,14 s,Amaranthus retroflexus L.,Système 3
XX 0 FRIBG 19990299,,,,,,Amaryllidaceae,,,,Amaryllis bella-donna L.,Serre 1 S-Afr.
XX 0 FRIBG 10000018,,,,,,Asteraceae,,,16,Ambrosia trifida L.,Système 1
XX 0 FRIBG 10000590,,,,,,Rosaceae,,,,Amelanchier canadensis (L.) Medik.,Système 2
XX 0 FRIBG 10002781,,,,,,Rosaceae,,,,Amelanchier ovalis Medik.,Système 2
XX 0 FRIBG 19980518,,,,,,Rosaceae,,,,Amelanchier ovalis Medik.,Place du tilleul
XX 0 FRIBG 19990366,,,,,,Rosaceae,,,,Amelanchier ovalis Medik.,Entrée AMI
XX 0 FRIBG 19730247,,Bouture,,,,Lythraceae,,,,Ammannia rotundifolia Buch.- Ham.,Serre 4
XX 0 FRIBG 20160531,,,,,,Apiaceae,,,11 s,Ammi majus L.,Système 1
IL 0 FRIBG 20010609,"Schöpfer Josef, 2004",,,,,Apiaceae,,,09 m,Ammi visnaga (L.) Lam.,Pl. médit.
IL 0 FRIBG 20010609,"Schöpfer Josef, 2004",,,,,Apiaceae,,,09 m,Ammi visnaga (L.) Lam.,Médicinal
DE 0 HBG 2012-S-169,,,,,,Poaceae,,,,Ammophila arenaria (L.) Link,Système 4
XX 0 FRIBG 10000591,,,,,,Fabaceae,,,,Amorpha fruticosa L.,Système 2
XX 0 FRIBG 20020234,,,,,,Araceae,,,,Amorphophallus albus P.Y. Liu et J.F. Chen,Serre 4
XX 0 FRIBG 20020233,,,Serre 1,,,Araceae,,,,Amorphophallus konjac K. Koch,Serre 5
FR 0 FRIBG 19970643,,,,,,Vitaceae,,,,Ampelopsis aconitifolia Bunge var. aconitifolia,Entrée AMI
XX 0 FRIBG 10001753,,,,,,Vitaceae,,,,Ampelopsis glandulosa (Wall.) Momyi s.l.,Entrée AMI
AT 0 GZU 95 200388,,,,,,Vitaceae,,,,Ampelopsis glandulosa var. brevipedunculata (Maxim.) Momiy.,Système 2
XX 0 STGAL 161/1979,,,,,,Fabaceae,,,,Amphicarpaea bracteata (L.) Fernald,Système 2
XX 0 FRIBG 20170384,,,,,,Apocynaceae,,,,Amsonia illustris Woodson,Place du tilleul
XX 0 FRIBG 20040533,,,,,,Apocynaceae,,,,Amsonia orientalis Decne.,Système 1
XX 0 FRIBG 20170007,,,,,,Orchidaceae,,,,"Anacamptis sancta (L.) R.M.Bateman, Pridgeon & M.W.Chase",Serre froide
XX 0 FRIBG 10000019,,,,,,Asteraceae,,,14,Anacyclus pyrethrum (L.) Link,Système 1
XX 0 FRIBG 10000593,,,,,,Primulaceae,,,16,Anagallis arvensis L.,Système 2
CH 0 FRIBG 20010092,"Clément Benoit, 2002",,,,,Primulaceae,,,,Anagallis tenella (L.)L.,Pl. protégées
XX 0 FRIBG 10000285,,,,,,Bromeliaceae,,,,Ananas comosus Merill. var. sativus Schult.,Serre 5
XX 0 FRIBG 10003141,,,,,,Bromeliaceae,,,,Ananas comosus Merr. 'Variegatus',Serre 4
XX 0 FRIBG 10000594,,,,,,Asteraceae,,,,Anaphalis margaritacea (L.) Benth.,Système 1
XX 0 FRIBG 10000020,"Sciboz Jacques, 1997",,,,,Boraginaceae,,,13 s,Anchusa arvensis (L.) M. Bieb.,Système 1
XX 0 FRIBG 20140251,,,,,,Boraginaceae,,,,Anchusa cespitosa Lam.,Rocaille 3
XX 0 FRIBG 20140251,,,,,,Boraginaceae,,,,Anchusa cespitosa Lam.,Bacs tuf
XX 0 FRIBG 10000021,"Sciboz Jacques, 1997",,,,,Boraginaceae,,,,Anchusa officinalis L.,Système 1
CH 0 FRIBG 20110002,,,,,,Ericaceae,,,,Andromeda polifolia L.,Pl. protégées
XX 0 FRIBG 19880067,"Bollinger Susanne, 1995",,,,,Primulaceae,,,,Androsace carnea aggr.,Pl. protégées
AT 0 FRIBG 20110098,,,,,,Primulaceae,,,,Androsace chamaejasme Wulfen,Pl. protégées
XX 0 FRIBG 19990053,"Pater Schmid Alois, 1993",,,,,Primulaceae,,,,Androsace lactea L.,Alp. calcaire 6
XX 0 FRIBG 10003042,,,,,,Primulaceae,,,,Androsace lactea L.,Pl. protégées
XX 0 FRIBG 10002985,,,,,,Primulaceae,,,,Androsace lactea L.,Bacs tuf
XX 0 FRIBG 10003042,,,,,,Primulaceae,,,,Androsace lactea L.,Alp. calcaire 3
CH 0 FRIBG 20140346,,,,,,Primulaceae,,,,Androsace lactea L.,Pl. protégées
CH 0 BERN 2010/228 G S,,,,,,Primulaceae,,,,Androsace lactea L.,Système 2
IN 0 M 2006/2355,,,,,,Primulaceae,,,,Androsace mucronifolia G. Watt,Rocaille 2
XX 0 FRIBG 20140252,,,,,,Primulaceae,,,,Androsace muscoidea Duby,Rocaille 2
XX 0 FRIBG 10002522,,,,,,Primulaceae,,,,Androsace sarmentosa Wall.,Rocaille 2
XX 0 FRIBG 20180034,,,,,,Primulaceae,,,,Androsace sempervivoides Duby,Système 2
XX 0 FRIBG 19900284,"Bollinger Susanne, 1995",,,,,Primulaceae,,,,Androsace septentrionalis L.,Pl. protégées
CH 0 FRIBG 20090404,,,,,,Primulaceae,,,,Androsace villosa L.,Pl. protégées
XX 0 FRIBG 20010082,JB Genève 2001,,,,,Primulaceae,,,,Androsace vitaliana (L.) Lapeyr.,Alp. siliceux
FR 0 FRIBG 20070315,,,,,,Primulaceae,,,,Androsace vitaliana subsp. cinerea (Sünd.) Kress,Rocaille 3
AT 0 FRIBG 19960114,,,,,,Ranunculaceae,,,,Anemone baldensis L.,Pl. protégées
AT 0 FRIBG 19960114,,,,,,Ranunculaceae,,,,Anemone baldensis L.,Bacs tuf
XX 0 FRIBG 10000600,,,,,,Ranunculaceae,,,,Anemone blanda Schott et Kotschy,Roseraie
XX 0 FRIBG 10000600,,,,,,Ranunculaceae,,,,Anemone blanda Schott et Kotschy,Système 3
CA 0 FRIBG 20160133,,,,,,Ranunculaceae,,,,Anemone canadensis L.,Système 3
XX 0 FRIBG 20140159,,,,,,Ranunculaceae,,,,Anemone flavescens Zucc.,Rocaille 1
XX 0 FRIBG 10000602,,,,,,Ranunculaceae,,,,Anemone hupehensis var. japonica (Thunb.) Bowles et Stearn,Système 3
XX 0 FRIBG 10000603,,,,,,Ranunculaceae,,,,Anemone leveillei Ulbr.,Rocaille 2
CH 0 FRIBG 19890866,"Thöni Erich Neyruz/ Schöpfer Josef, 1998",,,,,Ranunculaceae,,,,Anemone narcissiflora L.,Alp. calcaire 3
CH 0 FRIBG 19900076,"Thöni Erich Neyruz/ Schöpfer Josef, 1998",,,,,Ranunculaceae,,,,Anemone narcissiflora L.,Pl. protégées
CH 0 FRIBG 20140563,J. Sciboz,,,,,Ranunculaceae,,,,Anemone nemorosa L.,Système 3
XX 0 FRIBG 19470001,"Kozlowski Gregor, 1999",,,,,Ranunculaceae,,,,Anemone palmata L.,Pl. médit.
CH 0 FRIBG 20080322,,,,,,Ranunculaceae,,,,Anemone ranunculoides L.,Alp. calcaire 1
XX 0 BERN 2005/571 G P,,,,,,Ranunculaceae,,,,Anemone ranunculoides L.,Géophytes
XX 0 FRIBG 19900090,"Bollinger Susanne, 1995",,,,,Ranunculaceae,,,,Anemone sylvestris L.,Pl. protégées
US 0 FRIBG 20020218,,,,,,Ranunculaceae,,,,Anemone virginiana L.,Rocaille 2
XX 0 FRIBG 20150440,,,,,,Apiaceae,,,14,Anethum graveolens L.,Système 1
XX 0 FRIBG 10003238,,,,,,Apiaceae,,,40 s,Angelica archangelica L. subsp. archangelica,Système 1
,,,,,,Apiaceae,,,40 s,Angelica archangelica L. subsp. archangelica,Médicinal
CH 0 FRIBG 20050489,,,,,,Apiaceae,,,,Angelica sylvestris L. s.l.,Alp. calcaire 2
CH 0 FRIBG 20050489,,,,,,Apiaceae,,,40 s,Angelica sylvestris L. s.l.,Système 1
XX 0 FRIBG 20050458,,,,,,Annonaceae,,,05 g,Annona cherimola Mill.,Serre 5
XX 0 FRIBG 20100510,,,,,,Malvaceae,,,16 s,Anoda cristata (L.) Schltdl.,Système 3
XX 0 FRIBG 19450002,,,,Feuilles,,Basellaceae,,,,Anredera cordifolia (Ten.)Steenis,Mur
XX 0 FRIBG 10000608,,,,,,Asteraceae,,,14,Anthemis arvensis L.,Système 1
XX 0 FRIBG 10000609,,,,,,Asteraceae,,,14,Anthemis cotula L.,Système 1
XX 0 FRIBG 10000023,,,,,,Asteraceae,,,,Anthemis tinctoria L.,Système 1
CH 0 FRIBG 20010529,,,,,,Asparagaceae,,,,Anthericum liliago L.,Steppe val.
XX 0 FRIBG 10003043,,,,,,Asparagaceae,,,,Anthericum liliago L.,Pl. protégées
CH 0 FRIBG 19910459,"Bollinger Susanne, 1995",,,,,Asparagaceae,,,,Anthericum ramosum L.,Pl. protégées
XX 0 FRIBG 10003081,,,,,,Asparagaceae,,,,Anthericum ramosum L.,Système 4
CH 0 FRIBG 19910459,"Bollinger Susanne, 1995",,,,,Asparagaceae,,,,Anthericum ramosum L.,Géophytes
CH 0 FRIBG 20110431,,,,,,Asparagaceae,,,,Anthericum ramosum L.,Alp. calcaire 4
CH 0 G 20181345,,,,,,Poaceae,,,,Anthoxanthum alpinum A. Löve et D. Löve,Alp. siliceux
CH 0 FRIBG 20170389,Sciboz J.,,,,,Poaceae,,,,Anthoxanthum odoratum L.,Système 4
XX 0 FRIBG 10000610,,,,,,Apiaceae,,,14,Anthriscus cerefolium (L.) Hoffm. subsp. cerefolium,Système 1
CH 0 FRIBG 20170392,Sciboz J.,,,,,Apiaceae,,,,Anthriscus sylvestris (L.) Hoffm.,Système 1
XX 0 FRIBG 10003142,,Division,,,,Araceae,,,,Anthurium andraeanum Linden,Serre 4
XX 0 FRIBG 10003143,,,,,,Araceae,,,,Anthurium bakeri Hook. f.,Serre 4
XX 0 FRIBG 10003144,,Semis,,,,Araceae,,,,Anthurium gracile Lindl.,Serre 4
XX 0 FRIBG 10003146,,,,,,Araceae,,,,Anthurium olfersianum Kunth,Serre 4
XX 0 STUTZ 003502,,,,,,Araceae,,,,Anthurium scandens (Aubl.) Engl.,Serre 4
XX 0 FRIBG 20110065,,Division,,,,Araceae,,,,Anthurium scherzerianum Schott,Serre 4
CH 0 FRIBG 19920108,"Bollinger Susanne, 1995",,,,,Fabaceae,,,,Anthyllis montana L. subsp. montana,Rocaille 1
CH 0 FRIBG 20020709,,,,,,Fabaceae,,,,Anthyllis vulneraria subsp. alpestris (Schult.) Asch. et Graebn.,Alp. calcaire 6
CH 0 FRIBG 20060590,,,,,,Fabaceae,,,,Anthyllis vulneraria subsp. alpestris (Schult.) Asch. et Graebn.,Médicinal
CH 0 FRIBG 20020709,,,,,,Fabaceae,,,,Anthyllis vulneraria subsp. alpestris (Schult.) Asch. et Graebn.,Système 2
HU 0 FRIBG 20160349,,,,,,Fabaceae,,,,Anthyllis vulneraria subsp. polyphylla (DC.) Nyman,Steppe val.
CH 0 STGAL 20089,,,,,,Fabaceae,,,,Anthyllis vulneraria subsp. valesiaca (Beck) Guyot,Alp. siliceux
XX 0 FRIBG 19950315,,,,,,Melanthiaceae,,,,Anticlea elegans (Pursh) Rydb. s.l.,Géophytes
XX 0 FRIBG 10003243,,,,,,Melanthiaceae,,,,Anticlea elegans (Pursh) Rydb. s.l.,Système 4
XX 0 FRIBG 20100215,,,,,,Polygonaceae,,,52 g,Antigonon leptopus Hook. et Arn.,Place du tilleul
CH 0 FRIBG 20000476,,,,,,Plantaginaceae,,,14 s,Antirrhinum majus L.,Système 1
XX 0 FRIBG 20000160,,Bouture,,,,Acanthaceae,,,,Aphelandra tetragonia (Vahl) Nees,Serre 4
FR 0 FRIBG 20010016,"Clément Benoit,",,,,,Asparagaceae,,,,Aphyllanthes monspeliensis L.,Rocaille 1
XX 0 FRIBG 20050531,,,,,,Apiaceae,,,11 s,Apium graveolens L.,Système 1
XX 0 FRIBG 20050531,,,,,,Apiaceae,,,11 s,Apium graveolens L.,Médicinal
XX 0 FRIBG 10000619,,,,,,Apiaceae,,,11 s,Apium graveolens var. dulce Pers.,Système 1
XX 0 FRIBG 10000620,,,,,,Apiaceae,,,11 s,Apium graveolens var. rapaceum Gaudin,Système 1
XX 0 FRIBG 10000621,,,,,,Apocynaceae,,,,Apocynum venetum L.,Système 1
XX 0 FRIBG 19950563,,,,,,Aponogetonaceae,,,,Aponogeton distachyos L. f.,Pl. aquatiques
CH 0 FRIBG 20020606,"Clément Benoit, 2005",,,,,Asteraceae,,,,Aposeris foetida (L.) Less.,Alp. calcaire 1
XX 0 FRIBG 10000622,,,,,,Aizoaceae,,,13 s,Aptenia cordifolia (L. f.) Schwantes,Système 3
IT 0 FRIBG 20070432,,,,,,Ranunculaceae,,,,Aquilegia alpina L.,Pl. protégées
CH 0 NEU 20180007,,,,,,Ranunculaceae,,,,Aquilegia atrata W.D.J. Koch,Système 3
XX 0 FRIBG 20170137,,,,,,Ranunculaceae,,,,Aquilegia chrysantha A. Gray,Système 3
IT 0 FRIBG 20030424,,,,,,Ranunculaceae,,,,Aquilegia einseleana F.W. Schultz,Alp. calcaire 6
XX 0 WURZB 99-135-K-74,,,,,,Ranunculaceae,,,,Aquilegia laramiensis A.Nelson,Rocaille 3
AT 0 FRIBG 20040030,,,,,,Ranunculaceae,,,,Aquilegia nigricans Baumg.,Rocaille 3
UA 0 G 20150271,,,,,,Ranunculaceae,,,,Aquilegia olympica Boiss.,Rocaille 3
XX 0 FRIBG 19820024,,,,,,Ranunculaceae,,,,Aquilegia pyrenaica DC.,Pl. médit.
FR 0 FRIBG 20060224,,,,,,Ranunculaceae,,,,Aquilegia pyrenaica DC.,Rocaille 1
MN 0 FRIBG 20030752,,,,,,Ranunculaceae,,,,Aquilegia viridiflora Pall.,Rocaille 3
AT 0 FRIBG 20060015,"Kozlowski Gregor, 2007",,,,,Ranunculaceae,,,,Aquilegia vulgaris L.,Alp. calcaire 3
XX 0 FRIBG 10000623,,,,,,Brassicaceae,,,,Arabidopsis thaliana (L.) Heynh.,Système 3
XX 0 FRIBG 10002786,,,,,,Brassicaceae,,,,Arabis alpina L. subsp. alpina,Système 3
XX 0 FRIBG 10003249,,,,,,Brassicaceae,,,,Arabis alpina subsp. caucasica (Willd.) Briq.,Système 3
IT 0 FRIBG 20040249,,,,,,Brassicaceae,,,,Arabis bellidifolia Crantz subsp. bellidifolia,Alp. calcaire 5
AT 0 FRIBG 20080039,,,,,,Brassicaceae,,,,Arabis bellidifolia Crantz subsp. bellidifolia,Alp. calcaire 4
CH 0 STGAL 19186,,,,,,Brassicaceae,,,,Arabis ciliata Clairv.,Alp. calcaire 3
CH 0 FRIBG 20160505,,,,,,Brassicaceae,,,,Arabis ciliata Clairv.,Alp. calcaire 5
XX 0 FRIBG 20010513,,,,,,Brassicaceae,,,,Arabis collina Ten.,Steppe val.
FR 0 FRIBG 20160024,,,,,,Brassicaceae,,,,Arabis hirsuta (L.) Scop.,Système 3
CH 0 FRIBG 20050503,,,,,,Brassicaceae,,,,Arabis hirsuta (L.) Scop.,Alp. calcaire 2
CH 0 FRIBG 20140345,,,,,,Brassicaceae,,,,Arabis hirsuta (L.) Scop.,Alp. calcaire 5
XX 0 FRIBG 20010130,"Clément Benoit, 2002",,,,,Brassicaceae,,,,Arabis rosea DC.,Système 3
XX 0 FRIBG 20010130,"Clément Benoit, 2002",,,,,Brassicaceae,,,,Arabis rosea DC.,Rocaille 2
XX 0 FRIBG 20010054,,,,,,Brassicaceae,,,,Arabis scopoliana Boiss.,Rocaille 1
CH 0 FRIBG 19930271,,,,,,Brassicaceae,,,,Arabis subcoriacea Gren.,Alp. calcaire 1
CH 0 FRIBG 20160504,,,,,,Brassicaceae,,,,Arabis subcoriacea Gren.,Alp. calcaire 5
CH 0 NEU 20190003,,,,,,Brassicaceae,,,,Arabis turrita L.,Alp. calcaire 1
XX 0 FRIBG 20140500,,,,,,Fabaceae,,,05 g,Arachis hypogaea L.,Serre 5
XX 0 FRIBG 20160296,,,,,,Araliaceae,,,,Aralia elata (Miq.) Seem. s.l.,Système 1
XX 0 FRIBG 20040709,,,,Feuilles,Voile de protection,Araucariaceae,,,,Araucaria araucana (Molina) K. Koch,Système 4
XX 0 FRIBG 20170515,,,,,,Asteraceae,,,14,Arctium lappa L. (var. edule),Médicinal
XX 0 FRIBG 10000026,,,,,,Asteraceae,,,14,Arctium tomentosum Mill.,Système 1
CH 0 FRIBG 20020677,"Clément Benoit, 2002",,,,,Ericaceae,,,,Arctostaphylos uva-ursi (L.) Spreng.,Alp. siliceux
CH 0 FRIBG 20020677,"Clément Benoit, 2002",,,,,Ericaceae,,,,Arctostaphylos uva-ursi (L.) Spreng.,Mur
XX 0 FRIBG 10002788,,,,,,Ericaceae,,,,Arctostaphylos uva-ursi (L.) Spreng.,Alp. siliceux
XX 0 FRIBG 10000027,,,,,,Asteraceae,,,14,Arctotis venusta Norl.,Système 1
TR 0 B 2526681,,,,,,Caryophyllaceae,,,,Arenaria blepharophylla Boiss.,Rocaille 2
CH 0 FRIBG 20050365,"Clément Benoit, 2007",,,,,Caryophyllaceae,,,,Arenaria ciliata subsp. bernensis Favarger,Bacs tuf
CH 0 FRIBG 20120150,,,,,,Caryophyllaceae,,,,Arenaria ciliata subsp. bernensis Favarger,Alp. calcaire 3
CH 0 FRIBG 20120150,,,,,,Caryophyllaceae,,,,Arenaria ciliata subsp. bernensis Favarger,Pl. protégées
IT 0 FRIBG 20010605,,,,,,Caryophyllaceae,,,,Arenaria grandiflora L.,Rocaille 2
XX 0 FRIBG 10000635,,,,,,Caryophyllaceae,,,,Arenaria juniperina (L.) Maire & Petitm.,Système 3
CH 0 FRIBG 20100414,,,,,,Caryophyllaceae,,,,Arenaria multicaulis L.,Alp. calcaire 4
XX 0 FRIBG 10000636,,,,,,Caryophyllaceae,,,,Arenaria procera Spreng. subsp. procera,Système 3
XX 0 FRIBG 20040496,,,,,,Caryophyllaceae,,,,Arenaria pulvinata Edgew.,Rocaille 3
XX 0 FRIBG 20040496,,,,,,Caryophyllaceae,,,,Arenaria pulvinata Edgew.,Bacs tuf
MA 0 FRIBG 20030308,,,,,,Caryophyllaceae,,,,Arenaria pungens Clem.,Rocaille 3
XX 0 FRIBG 10000086,"Sciboz Jacques, 1997",,,,,Caryophyllaceae,,,16,Arenaria serpyllifolia L.,Système 3
