;ipen;determination;multiplication;hivernage;protectionHiv1;protectionHiv2;taxonFamille1;taxonControle;taxonBiblio;periodeDeSemis;idTaxon;secteur;matched_name;fuzzy_match_score;Inventaire FRIBG;is_approximate_match;is_synonym;nomenclature_code;score;search_string;taxon.flags;taxon.is_suppressed;taxon.is_suppressed_from_synth;taxon.name;taxon.ott_id;taxon.rank;taxon.source;taxon.synonyms;taxon.tax_sources;taxon.unique_name;_merge;ott_id;organism_otol_kingdom;organism_otol_phylum;organism_otol_class;organism_otol_order;organism_otol_family;organism_otol_genus;organism_otol_species;organism_otol_unique_name;organism_otol_kingdom_ott_id_ott_id;organism_otol_phylum_ott_id;organism_otol_class_ott_id;organism_otol_order_ott_id;organism_otol_family_ott_id;organism_otol_genus_ott_id;organism_otol_species_ott_id;flags;rank;names_pipe_separated;wikidataId;wd_taxa_qid
;XX 0 MJB 19--54230;;Semis;;;;Malvaceae;;;05 g;Abelmoschus esculentus (L.) Moench;Serre 5;Abelmoschus esculentus;90;abelmoschus esculentus;False;False;ICN;1;abelmoschus esculentus;[];False;False;Abelmoschus esculentus;514975;species;ott3.3draft1;['Abelmoschus bammia', 'Abelmoschus esculentus praecox', 'Abelmoschus esculentus textilis', 'Abelmoschus officinalis', 'Abelmoschus praecox', 'Abelmoschus tuberculatus', 'Hibiscus bammia', 'Hibiscus esculentus', 'Hibiscus ficifolius', 'Hibiscus longifolius', 'Hibiscus praecox'];['ncbi:455045', 'gbif:3152707', 'irmng:10908198'];Abelmoschus esculentus;both;514975;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Abelmoschus;;Abelmoschus esculentus;5268475;916750;99252;229284;279960;590123;;[];species;Abelmoschus esculentus;http://www.wikidata.org/entity/Q80531;Q80531
;XX 0 FRIBG 20100010;;;;;;Malvaceae;;;05 g;Abroma augustum (L.) L. f.;Serre 5;Abroma augustum;90;abroma augustum;False;False;ICN;1;abroma augustum;[];False;False;Abroma augustum;385534;species;ott3.3draft1;['Abroma angusta', 'Ambroma augusta', 'Ambroma augustum', 'Theobroma augustum'];['ncbi:82454'];Abroma augustum (species in kingdom Archaeplastida);both;385534;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Abroma;;Abroma augustum (species in kingdom Archaeplastida);5268475;916750;99252;229284;279960;330790;;[];species;;;
;XX 0 FRIBG 20050254;;;;;;Malvaceae;;;05 g;Abutilon grandifolium (Willd.) Sweet;Serre 5;Abutilon grandifolium;90;abutilon grandifolium;False;False;ICN;1;abutilon grandifolium;[];False;False;Abutilon grandifolium;464177;species;ott3.3draft1;['Abutilon kauaiense', 'Abutilon molle', 'Abutilon sordidium', 'Sida grandifolia', 'Sida mollis'];['ncbi:424428', 'gbif:3152633', 'irmng:10198174'];Abutilon grandifolium;both;464177;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Abutilon;;Abutilon grandifolium;5268475;916750;99252;229284;279960;854498;;[];species;;;
;XX 0 FRIBG 20060044;;;;;;Asteraceae;;;;Acmella oleracea (L.) R.K. Jansen;Serre 5;Acmella oleracea;90;acmella oleracea;False;False;ICN;1;acmella oleracea;[];False;False;Acmella oleracea;5794458;species;ott3.3draft1;['Acmella calva oleracea', 'Acmella occidentalis', 'Anacyclus pyrethraria', 'Anthemis occidentalis', 'Bidens acmelloides', 'Bidens fervida', 'Bidens fixa', 'Bidens fusca', 'Bidens oleracea', 'Cotula pyrethraria', 'Isocarpha pyrethraria', 'Pyrethraria dichotoma', 'Pyrethrum spilanthus', 'Spilanthes acmella oleracea', 'Spilanthes calva oleracea', 'Spilanthes fusca', 'Spilanthes oleracea', 'Spilanthes oleracea fusca', 'Spilanthes oleracea oleracea', 'Spilanthes radicans'];['ncbi:469459', 'gbif:5386764', 'irmng:10212993'];Acmella oleracea;both;5794458;Archaeplastida;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Acmella;;Acmella oleracea;5268475;916750;99252;1042120;46248;190003;;[];species;Acmella oleracea;http://www.wikidata.org/entity/Q2097498;Q2097498
;XX 0 FRIBG 20130132;;;;;;Malvaceae;;;;Adansonia digitata L.;Serre 5;Adansonia digitata;95;adansonia digitata;False;False;ICN;1;adansonia digitata;[];False;False;Adansonia digitata;659136;species;ott3.3draft1;['Adansonia bahobab', 'Adansonia baobab', 'Adansonia digitata congolensis', 'Adansonia somalensis', 'Adansonia sphaerocarpa', 'Adansonia sulcata', 'Baobabus digitata'];['ncbi:69109', 'gbif:5406695', 'irmng:11076440'];Adansonia digitata;both;659136;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Adansonia;;Adansonia digitata;5268475;916750;99252;229284;279960;659137;;[];species;Adansonia digitata;http://www.wikidata.org/entity/Q158742;Q158742
;GH 0 BONN 4971;;;;;;Zingiberaceae;;;;Aframomum melegueta K. Schum.;Serre 5;Aframomum melegueta;95;aframomum melegueta;False;False;ICN;1;aframomum melegueta;[];False;False;Aframomum melegueta;268114;species;ott3.3draft1;['Aframomum grana-paradisi', 'Aframomum meleguetella', 'Alexis grandiflora publ', 'Alpinia grana-paradisi', 'Amomum melegueta', 'Amomum melegueta violacea', 'Cardamomum grana-paradisi', 'Cardamomum grandiflorum', 'Torymenes officinalis publ'];['ncbi:637930', 'gbif:2758930', 'irmng:11427943'];Aframomum melegueta;both;268114;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Aframomum;;Aframomum melegueta;5268475;916750;99252;627015;207467;334330;;[];species;Aframomum melegueta;http://www.wikidata.org/entity/Q1503476;Q1503476
;XX 0 FRIBG 20080207;;;;;;Zingiberaceae;;;05 g;Alpinia galanga (L.) Willd.;Serre 5;Alpinia galanga;90;alpinia galanga;False;False;ICN;1;alpinia galanga;[];False;False;Alpinia galanga;1063872;species;ott3.3draft1;['Alpinia alba', 'Alpinia bifida', 'Alpinia carnea', 'Alpinia galanga pyramidata', 'Alpinia pyramidata', 'Alpinia rheedei', 'Alpinia viridiflora', 'Amomum galanga', 'Amomum medium', 'Galanga major oppr', 'Galanga officinalis', 'Hellenia alba', 'Heritiera alba', 'Languas galanga', 'Languas pyramidata', 'Languas vulgare', 'Maranta galanga', 'Zingiber galanga', 'Zingiber medium', 'Zingiber sylvestre'];['ncbi:94327', 'gbif:5302225', 'irmng:11003936'];Alpinia galanga;both;1063872;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Alpinia;;Alpinia galanga;5268475;916750;99252;627015;207467;1063876;;[];species;Alpinia galanga;http://www.wikidata.org/entity/Q402971;Q402971
;XX 0 FRIBG 20040092;;Semis;;;;Zingiberaceae;;;05 g;Alpinia officinarum Hance;Serre 5;Alpinia officinarum;95;alpinia officinarum;False;False;ICN;1;alpinia officinarum;[];False;False;Alpinia officinarum;477388;species;ott3.3draft1;['Languas officinarum'];['ncbi:199623', 'gbif:5302199', 'irmng:10892054'];Alpinia officinarum;both;477388;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Alpinia;;Alpinia officinarum;5268475;916750;99252;627015;207467;1063876;;[];species;Alpinia officinarum;http://www.wikidata.org/entity/Q1281083;Q1281083
;XX 0 FRIBG 20020233;;;Serre 1;;;Araceae;;;;Amorphophallus konjac K. Koch;Serre 5;Amorphophallus konjac;95;amorphophallus konjac;False;False;ICN;1;amorphophallus konjac;[];False;False;Amorphophallus konjac;1049804;species;ott3.3draft1;['Amorphophallus mairei', 'Amorphophallus nanus', 'Amorphophallus palmiformis', 'Amorphophallus palmiformis publ', 'Amorphophallus rivierei', 'Amorphophallus rivierei konjac', 'Amorphophallus rivieri', 'Amorphophallus rivieri konjac', 'Brachyspatha konjac', 'Conophallus konjak', 'Conophallus konniaku', 'Hydrosme rivierei', 'Hydrosme rivieri', 'Proteinophallus rivierei', 'Proteinophallus rivieri', 'Tapeinophallus rivierei', 'Tapeinophallus rivieri'];['ncbi:78372', 'gbif:2871520', 'irmng:11325430', 'irmng:10254181'];Amorphophallus konjac;both;1049804;Archaeplastida;Streptophyta;Magnoliopsida;Alismatales;Araceae;Amorphophallus;;Amorphophallus konjac;5268475;916750;99252;399481;481972;959492;;[];species;Amorphophallus konjac;http://www.wikidata.org/entity/Q674443;Q674443
;XX 0 FRIBG 10000285;;;;;;Bromeliaceae;;;;Ananas comosus Merill. var. sativus Schult.;Serre 5;Ananas comosus;90;ananas comosus;False;False;ICN;1;ananas comosus;[];False;False;Ananas comosus;627039;species;ott3.3draft1;['Ananas ananas', 'Ananas argentata', 'Ananas aurata', 'Ananas bracteatus paraguayensis', 'Ananas coccineus', 'Ananas comosus var. comosus', 'Ananas glaber', 'Ananas lucidus', 'Ananas maxima', 'Ananas mordilona', 'Ananas ovatus', 'Ananas penangensis', 'Ananas proliferus', 'Ananas pyramidalis', 'Ananas sativus lucidus', 'Ananas serotinus', 'Ananas viridis', 'Ananassa mordilona', 'Bromelia ananas', 'Bromelia ananas inermis', 'Bromelia communis', 'Bromelia comosa', 'Bromelia edulis', 'Bromelia glabra', 'Bromelia inermis', 'Bromelia rubra', 'Bromelia subspinosa', 'Bromelia viridis'];['ncbi:4615', 'gbif:5288776', 'gbif:5288819', 'irmng:10207532'];Ananas comosus;both;627039;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Bromeliaceae;Ananas;;Ananas comosus;5268475;916750;99252;921871;627035;627043;;[];species;Ananas comosus;http://www.wikidata.org/entity/Q1493;Q1493
;XX 0 FRIBG 20050458;;;;;;Annonaceae;;;05 g;Annona cherimola Mill.;Serre 5;Annona cherimola;95;annona cherimola;False;False;ICN;1;annona cherimola;[];False;False;Annona cherimola;227737;species;ott3.3draft1;"['Annona acutifolia', 'Annona cheirimola', ""Annona cherimola cv. 'Fino de Jete'"", 'Annona cherimola loxensis', 'Annona odorata', 'Annona pubescens', 'Annona tripetala']";['ncbi:49314', 'gbif:5407147', 'irmng:10891540', 'irmng:10206291'];Annona cherimola;both;227737;Archaeplastida;Streptophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona;;Annona cherimola;5268475;916750;99252;288466;98426;303963;;[];species;Annona cherimola;http://www.wikidata.org/entity/Q158986;Q158986
;XX 0 FRIBG 20140500;;;;;;Fabaceae;;;05 g;Arachis hypogaea L.;Serre 5;Arachis hypogaea;95;arachis hypogaea;False;False;ICN;1;arachis hypogaea;[];False;False;Arachis hypogaea;39541;species;ott3.3draft1;['Arachis hypogaea nambyquarae', 'Arachis hypogaea oleifera', 'Arachis nambyquarae'];['ncbi:3818', 'gbif:5353770', 'irmng:10729017'];Arachis hypogaea;both;39541;Archaeplastida;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Arachis;;Arachis hypogaea;5268475;916750;99252;956360;560323;39536;;[];species;Arachis hypogaea;http://www.wikidata.org/entity/Q37383;Q37383
;VN 0 FRIBG 20190306;;Semis;;;;Moraceae;;;;Artocarpus heterophyllus Lam.;Serre 5;Artocarpus heterophyllus;95;artocarpus heterophyllus;False;False;ICN;1;artocarpus heterophyllus;[];False;False;Artocarpus heterophyllus;83984;species;ott3.3draft1;['Artocarpus brasiliensis', 'Artocarpus integer', 'Artocarpus integra', 'Artocarpus integrifolia glabra', 'Artocarpus integrifolius', 'Artocarpus integrifolius auct.', 'Artocarpus integrifolius heterophylla', 'Artocarpus jaca', 'Artocarpus maxima', 'Artocarpus nanca', 'Artocarpus philippensis', 'Polyphema jaca', 'Sitodium cauliflorum', 'non Artocarpus integrifolius L.f.'];['ncbi:3489', 'gbif:2984565', 'irmng:10195032'];Artocarpus heterophyllus;both;83984;Archaeplastida;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;;Artocarpus heterophyllus;5268475;916750;99252;208031;84017;83990;;[];species;Artocarpus heterophyllus;http://www.wikidata.org/entity/Q45757;Q45757
;XX 0 BONN 19450;;;;;;Oxalidaceae;;;;Averrhoa carambola L.;Serre 5;Averrhoa carambola;95;averrhoa carambola;False;False;ICN;1;averrhoa carambola;[];False;False;Averrhoa carambola;760798;species;ott3.3draft1;['Averrhoa acutangula', 'Averrhoa microphylla', 'Averrhoa pentandra', 'Connaropsis philippica', 'Sarcotheca philippica'];['ncbi:28974', 'gbif:2891641', 'irmng:10694428'];Averrhoa carambola;both;760798;Archaeplastida;Streptophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Averrhoa;;Averrhoa carambola;5268475;916750;99252;431493;372826;721421;;[];species;Averrhoa carambola;http://www.wikidata.org/entity/Q159447;Q159447
;XX 0 FRIBG 19660001;;;;;nh;Poaceae;;;;Bambusa vulgaris Schrad. ex J.C. Wendl.;Serre 5;Bambusa vulgaris;90;bambusa vulgaris;False;False;ICN;1;bambusa vulgaris;[];False;False;Bambusa vulgaris;1087322;species;ott3.3draft1;['Arundarbor blancoi', 'Arundarbor fera', 'Arundarbor mitis', 'Arundarbor monogyna', 'Arundarbor striata', 'Arundo fera', 'Arundo mitis', 'Bambos mitis', 'Bambusa auriculata', 'Bambusa blancoi', 'Bambusa fera', 'Bambusa latiflora', 'Bambusa mitis', 'Bambusa monogyna', 'Bambusa nguyenii', 'Bambusa sieberi', 'Bambusa striata', 'Bambusa surinamensis', 'Bambusa thouarsii', 'Bambusa vulgaris aureovariegata', 'Bambusa vulgaris latiflora', 'Bambusa vulgaris striata', 'Bambusa vulgaris vittata', 'Bambusa vulgaris waminii', 'Bambusa wamin', 'Barbusa vulgaris', 'Gigantochloa auriculata', 'Leleba vulgaris', 'Leleba vulgaris striata', 'Nastus thouarsii', 'Nastus viviparus', 'Oxytenanthera auriculata', 'Phyllostachys mitis'];['ncbi:58168', 'gbif:7661971', 'irmng:10195132', 'irmng:10765075'];Bambusa vulgaris;both;1087322;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Poaceae;Bambusa;;Bambusa vulgaris;5268475;916750;99252;921871;508090;618937;;[];species;Bambusa vulgaris;http://www.wikidata.org/entity/Q3219428;Q3219428
;XX 0 FRIBG 20030449;;;;;;Basellaceae;;;05 g;Basella alba L.;Serre 5;Basella alba;95;basella alba;False;False;ICN;1;basella alba;[];False;False;Basella alba;63162;species;ott3.3draft1;['Basella alba cordifolia', 'Basella alba subcordata', 'Basella alba subrotunda', 'Basella cananifolia', 'Basella cordifolia', 'Basella crassifolia', 'Basella japonica', 'Basella lucida', 'Basella nigra', 'Basella ramosa', 'Basella rubra', 'Basella rubra L., 1753', 'Basella rubra virescens', 'Basella volubilis', 'Gandola nigra', 'Gandola rubra'];['ncbi:3589', 'gbif:3083504', 'irmng:10203867'];Basella alba;both;63162;Archaeplastida;Streptophyta;Magnoliopsida;Caryophyllales;Basellaceae;Basella;;Basella alba;5268475;916750;99252;216628;63160;63161;;[];species;Basella alba;http://www.wikidata.org/entity/Q1130368;Q1130368
;XX 0 FRIBG 10000286;;;;;;Basellaceae;;;05 g;Basella alba L. ' Rubra';Serre 5;Basella alba;90;basella alba;False;False;ICN;1;basella alba;[];False;False;Basella alba;63162;species;ott3.3draft1;['Basella alba cordifolia', 'Basella alba subcordata', 'Basella alba subrotunda', 'Basella cananifolia', 'Basella cordifolia', 'Basella crassifolia', 'Basella japonica', 'Basella lucida', 'Basella nigra', 'Basella ramosa', 'Basella rubra', 'Basella rubra L., 1753', 'Basella rubra virescens', 'Basella volubilis', 'Gandola nigra', 'Gandola rubra'];['ncbi:3589', 'gbif:3083504', 'irmng:10203867'];Basella alba;both;63162;Archaeplastida;Streptophyta;Magnoliopsida;Caryophyllales;Basellaceae;Basella;;Basella alba;5268475;916750;99252;216628;63160;63161;;[];species;Basella alba;http://www.wikidata.org/entity/Q1130368;Q1130368
;XX 0 FRIBG 20040401;;;;;;Bixaceae;;;05 g;Bixa orellana L.;Serre 5;Bixa orellana;95;bixa orellana;False;False;ICN;1;bixa orellana;[];False;False;Bixa orellana;287352;species;ott3.3draft1;['Bixa acuminata', 'Bixa americana', 'Bixa katangensis', 'Bixa odorata', 'Bixa orellana leiocarpa', 'Bixa orleana', 'Bixa platycarpa', 'Bixa purpurea', 'Bixa tinctaria', 'Bixa tinctoria', 'Orellana americana', 'Orellana americana leiocarpa', 'Orellana orellana'];['ncbi:66672', 'gbif:2874863', 'irmng:11163869'];Bixa orellana;both;287352;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Bixaceae;Bixa;;Bixa orellana;5268475;916750;99252;229284;287360;287363;;[];species;Bixa orellana;http://www.wikidata.org/entity/Q147701;Q147701
;XX 0 FRIBG 19770004;;;;;;Sapindaceae;;;05 g;Blighia sapida KÃÂ¶n.;Serre 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;XX 0 FRIBG 10000741;;;;;;Urticaceae;;;;Boehmeria nivea (L.) Gaudich. s.l.;Serre 5;Boehmeria nivea;90;boehmeria nivea;False;False;ICN;1;boehmeria nivea;[];False;False;Boehmeria nivea;594991;species;ott3.3draft1;['Boehmeria candicans', 'Boehmeria compacta', 'Boehmeria frutescens concolor', 'Boehmeria frutescens viridula', 'Boehmeria mollicoma', 'Boehmeria nipononivea', 'Boehmeria nipononivea concolor', 'Boehmeria nivea candicans', 'Boehmeria nivea concolor', 'Boehmeria nivea nipononivea', 'Boehmeria nivea reticulata', 'Boehmeria nivea tenacissima', 'Boehmeria nivea viridula', 'Boehmeria sp. PSS-2000', 'Boehmeria tenacissima', 'Boehmeria thailandica', 'Callicarpa adenanthera', 'Callicarpa cana', 'Callicarpa cana dentata', 'Callicarpa cana glabriuscula', 'Callicarpa cana integrifolia', 'Callicarpa cana sumatrana', 'Callicarpa cana typica', 'Callicarpa candicans', 'Callicarpa candicans candicans', 'Callicarpa candicans glabriuscula', 'Callicarpa candicans integrifolia', 'Callicarpa candicans paucinervia', 'Callicarpa candicans ponapensis', 'Callicarpa candicans sumatrana', 'Callicarpa heynei', 'Callicarpa macrocarpa', 'Callicarpa paucinervia', 'Callicarpa rheedei', 'Callicarpa sinensis', 'Callicarpa sumatrana', 'Callicarpa tomentosa', 'Procris nivea', 'Ramium niveum', 'Urtica candicans', 'Urtica lamiifolia', 'Urtica nivea', 'Urtica tenacissima'];['ncbi:83906', 'gbif:2984359', 'irmng:10927089'];Boehmeria nivea;both;594991;Archaeplastida;Streptophyta;Magnoliopsida;Rosales;Urticaceae;Boehmeria;;Boehmeria nivea;5268475;916750;99252;208031;658494;594987;;[];species;Boehmeria nivea;http://www.wikidata.org/entity/Q750467;Q750467
;XX 0 FRIBG 19990185;;;;;;Arecaceae;;;;Brahea edulis H. Wendl.;Serre 5;Brahea edulis;90;brahea edulis;False;False;ICN;1;brahea edulis;['incertae_sedis_inherited'];False;False;Brahea edulis;3947813;species;ott3.3draft1;['Erythea edulis'];['ncbi:2021205', 'gbif:2736827'];Brahea edulis;both;3947813;Archaeplastida;Streptophyta;Magnoliopsida;Arecales;Arecaceae;Brahea;;Brahea edulis;5268475;916750;99252;17706;526437;822888;;['incertae_sedis_inherited'];species;;;
;XX 0 FRIBG 19950553;;;;;;Moraceae;;;;Brosimum alicastrum Sw.;Serre 5;Brosimum alicastrum;95;brosimum alicastrum;False;False;ICN;1;brosimum alicastrum;[];False;False;Brosimum alicastrum;923984;species;ott3.3draft1;['Brosimum uleanum'];['ncbi:194253', 'gbif:2984660', 'irmng:10766687'];Brosimum alicastrum;both;923984;Archaeplastida;Streptophyta;Magnoliopsida;Rosales;Moraceae;Brosimum;;Brosimum alicastrum;5268475;916750;99252;208031;84017;923986;;[];species;;;
;XX 0 FRIBG 20110188;;;;;;Fabaceae;;;;Caesalpinia spinosa (Molina) Kuntze;Serre 5;Caesalpinia spinosa;90;caesalpiniainosa;True;False;ICN;0.842105269;caesalpiniainosa;[];False;False;Tara spinosa;946906;species;ott3.3draft1;['? tinctoria', 'Caesalpinia pectinata', 'Caesalpinia spinosa', 'Caesalpinia tara', 'Caesalpinia tinctoria', 'Coulteria tinctoria', 'Poinciana spinosa'];['ncbi:191904', 'gbif:2958521', 'irmng:11230501'];Tara spinosa;both;946906;Archaeplastida;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Tara;;Tara spinosa;5268475;916750;99252;956360;560323;498787;;[];species;Tara spinosa;http://www.wikidata.org/entity/Q21315230;Q21315230
;XX 0 FRIBG 20200096;;;;;;Fabaceae;;;05 g;Cajanus cajan (L.) Millsp.;Serre 5;Alnus incana;60;alnus incana;False;False;ICN;1;alnus incana;[];False;False;Alnus incana;791133;species;ott3.3draft1;['Alnus alisoviana', 'Alnus alnus', 'Alnus americana', 'Alnus borealis', 'Alnus canadensis', 'Alnus communis', 'Alnus densiflora', 'Alnus februaria incana', 'Alnus glauca', 'Alnus glutinosa incana', 'Alnus intermedia', 'Alnus kolaensis', 'Alnus languinosa', 'Alnus lanuginosa', 'Alnus lobata', 'Alnus minor', 'Alnus occidentalis', 'Alnus plicata', 'Alnus pubescens', 'Alnus rugosa', 'Alnus tenuifolia', 'Alnus tirolensis', 'Betula alnus', 'Betula alnus incana', 'Betula incana', 'Betula pinnata', 'Betula rugosa', 'Betula-Alnus glauca'];['ncbi:3516', 'gbif:9148577', 'irmng:10690059'];Alnus incana;both;791133;Archaeplastida;Streptophyta;Magnoliopsida;Fagales;Betulaceae;Alnus;;Alnus incana;5268475;916750;99252;267709;791138;791135;;[];species;Alnus incana;http://www.wikidata.org/entity/Q157641;Q157641
;XX 0 FRIBG 20090050;;;;;;Fabaceae;;;05 g;Canavalia ensiformis (L.) DC.;Serre 5;Canavalia ensiformis;95;canavalia ensiformis;False;False;ICN;1;canavalia ensiformis;[];False;False;Canavalia ensiformis;612442;species;ott3.3draft1;['Canavaia ensiformis', 'Canavalia ensiformis albida', 'Canavalia ensiformis truncata', 'Canavalia gladiata leucosperma', 'Dolichos acinaciformis', 'Dolichos ensiformis', 'Dolichos pugioniformis', 'Malocchia ensiformis'];['ncbi:3823', 'gbif:7799711', 'irmng:11374457'];Canavalia ensiformis;both;612442;Archaeplastida;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Canavalia;;Canavalia ensiformis;5268475;916750;99252;956360;560323;612446;;[];species;Canavalia ensiformis;http://www.wikidata.org/entity/Q1677262;Q1677262
;XX 0 FRIBG 19950290;;;;;;Cannaceae;;;05 g;Canna indica L.;Serre 5;Canna indica;95;canna indica;False;False;ICN;1;canna indica;[];False;False;Canna indica;156276;species;ott3.3draft1;['Canna achiras', 'Canna altensteinii', 'Canna amabilis', 'Canna ascendens', 'Canna atronigricans', 'Canna aurantiaca', 'Canna aurantiaca splendida', 'Canna aureovittata', 'Canna barbadica', 'Canna bidentata', 'Canna bifida', 'Canna brasiliensis', 'Canna caledonis-peltata', 'Canna carnea', 'Canna cearensis', 'Canna cinnabarina', 'Canna coccinea', 'Canna coccinea bicolor', 'Canna coccinea concolor', 'Canna coccinea flaviflora', 'Canna coccinea floribunda', 'Canna coccinea limbata', 'Canna commutata', 'Canna compacta', 'Canna concinna', 'Canna crocea', 'Canna densifolia', 'Canna denudata grandis', 'Canna discolor', 'Canna discolor rubripunctata', 'Canna discolor viridifolia', 'Canna edulis', 'Canna ehrenbergii', 'Canna ellipticifolia coccinea', 'Canna ellipticifolia lutea', 'Canna ellipticifolia patens', 'Canna ellipticifolia rubra', 'Canna esculenta publ', 'Canna exigua', 'Canna eximia', 'Canna expansa', 'Canna flavescens', 'Canna floribunda', 'Canna formosa', 'Canna fuchsina', 'Canna fulgida', 'Canna gaboniensis', 'Canna heliconiifolia', 'Canna heliconiifolia xalapensis', 'Canna houlletii', 'Canna humilis', 'Canna indica coccinea', 'Canna indica edwardsii', 'Canna indica flava', 'Canna indica karsteniana', 'Canna indica limbata', 'Canna indica lutea', 'Canna indica maculata', 'Canna indica nepalensis', 'Canna indica orientalis', 'Canna indica patens', 'Canna indica rubra', 'Canna indica rubroaurantiaca', 'Canna indica sanctae-rosae', 'Canna indica saturaterubra', 'Canna indica speciosa', 'Canna indica variegata', 'Canna indica warszewiczii', 'Canna juncea', 'Canna laeta', 'Canna lagunensis', 'Canna lambertii', 'Canna lanuginosa', 'Canna lavallei', 'Canna leptochila', 'Canna liervalii', 'Canna limbata', 'Canna limbata hybrida', 'Canna lutea', 'Canna lutea aurantiaca', 'Canna lutea genuina', 'Canna lutea maculata', 'Canna lutea pallida', 'Canna macrophylla', 'Canna maculata', 'Canna maxima', 'Canna maxima publ', 'Canna montana', 'Canna moritziana', 'Canna musifolia', 'Canna musifolia sanguinea', 'Canna musifolia-edulis', 'Canna musifolia-hybrida', 'Canna nepalensis', 'Canna occidentalis', 'Canna orientalis', 'Canna orientalis flava', 'Canna orientalis flavescens', 'Canna pallida', 'Canna pallida maculata', 'Canna patens', 'Canna patens limbata', 'Canna pentaphylla', 'Canna peruviana', 'Canna peruviana-purpurea', 'Canna peruviana-robusta', 'Canna peruviana-spectabilis', 'Canna platyphylla', 'Canna plurituberosa', 'Canna poeppigii', 'Canna polyclada', 'Canna polymorpha', 'Canna porteana', 'Canna portoricensis', 'Canna pruinosa', 'Canna pulchra', 'Canna purpurea-spectabilis', 'Canna recurvata', 'Canna robusta', 'Canna rotundifolia', 'Canna rubricaulis', 'Canna sanctae-rosae', 'Canna sanguinea', 'Canna saturate-rubra', 'Canna schubertii', 'Canna seleriana', 'Canna sellowii', 'Canna speciosa', 'Canna spectabilis', 'Canna surinamensis', 'Canna tenuiflora', 'Canna texensis', 'Canna textoria', 'Canna van-houttei', 'Canna variegata', 'Canna variegatifolia', 'Canna ventricosa', 'Canna warszewiczii flameus', 'Canna xalapensis', 'Canna zebrina', 'Canna zebrina nana', 'Cannacorus indicus', 'Distemon brasiliensis', 'Xyphostylis lutea'];['ncbi:4628', 'gbif:8034409', 'irmng:10208100', 'irmng:10589873'];Canna indica;both;156276;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Cannaceae;Canna;;Canna indica;5268475;916750;99252;627015;156272;156274;;[];species;Canna indica;http://www.wikidata.org/entity/Q163559;Q163559
;XX 0 FRIBG 20060360;;Semis;;;;Solanaceae;;;05 g;Capsicum frutescens L.;Serre 5;Capsicum frutescens;95;capsicum frutescens;False;False;ICN;1;capsicum frutescens;[];False;False;Capsicum frutescens;473831;species;ott3.3draft1;['Capsicum annuum frutescens', 'Capsicum baccatum', 'Capsicum cereolum', 'Capsicum comarim', 'Capsicum frutescens glabriusculum', 'Capsicum frutescens queenslandicum', 'Capsicum longum', 'Capsicum micranthum', 'Capsicum minimum', 'Capsicum odoratum', 'Capsicum odoriferum'];['ncbi:4073', 'gbif:8403992'];Capsicum frutescens;both;473831;Archaeplastida;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Capsicum;;Capsicum frutescens;5268475;916750;99252;1050255;473827;473824;;[];species;Capsicum frutescens;http://www.wikidata.org/entity/Q311426;Q311426
