Inventaire FRIBG,is_approximate_match,is_synonym,matched_name,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge,ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
tithonia rotundifolia,False,False,Tithonia rotundifolia,ICN,1.0,tithonia rotundifolia,[],False,False,Tithonia rotundifolia,143668.0,species,ott3.3draft1,"['Helianthus speciosus', 'Leighia speciosa', 'Tagetes rotundifolia', 'Tithonia aristata', 'Tithonia heterophylla', 'Tithonia macrophylla', 'Tithonia speciosa', 'Tithonia tagetiflora', 'Tithonia uniflora', 'Tithonia vilmoriniana', 'Urbanisol aristatus', 'Urbanisol heterophyllus', 'Urbanisol tagetiflora', 'Urbanisol tagetiflora normalis', 'Urbanisol tagetiflora speciosus', 'Urbanisol tagetiflora tagetiflora', 'Verbesina szyszylowiczii']","['ncbi:105388', 'gbif:5396551', 'irmng:10202344']",Tithonia rotundifolia,both,143668,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tithonia,,Tithonia rotundifolia,5268475,916750,99252,1042120,46248,143665,,[],species
tolpis barbata,False,False,Tolpis barbata,ICN,1.0,tolpis barbata,[],False,False,Tolpis barbata,864472.0,species,ott3.3draft1,"['Cichorium barbatum', 'Crepis baetica', 'Crepis barbata', 'Crepis pallida', 'Drepania barbata', 'Drepania barbata pallida', 'Drepania falcata', 'Drepania pallida', 'Swertia barbata', 'Tolpis baetica', 'Tolpis barbata barbata', 'Tolpis barbata dichroa', 'Tolpis barbata discolor', 'Tolpis barbata macrantha', 'Tolpis bivonae', 'Tolpis canariensis', 'Tolpis dichroa', 'Tolpis discolor', 'Tolpis pallidiflora', 'Tolpis prolifera', 'Tolpis umbellata']","['ncbi:122550', 'gbif:3097166', 'irmng:10997087']",Tolpis barbata,both,864472,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tolpis,,Tolpis barbata,5268475,916750,99252,1042120,46248,339822,,[],species
toona sinensis,False,False,Toona sinensis,ICN,1.0,toona sinensis,[],False,False,Toona sinensis,358929.0,species,ott3.3draft1,"['Ailanthus flavescens', 'Cedrela glabra', 'Cedrela longifolia', 'Cedrela longifolia kumaona', 'Cedrela serrata', 'Cedrela serrata puberula', 'Cedrela serrulata', 'Cedrela sinensis', 'Cedrela sinensis hupehana', 'Cedrela sinensis lanceolata', 'Cedrela sinensis schensiana', 'Mioptrila odorata', 'Surenus glabra', 'Surenus serrata', 'Surenus serrulata', 'Surenus sinensis', 'Toona glabra', 'Toona longifolia', 'Toona microcarpa denticulata', 'Toona microcarpa grandifolia', 'Toona serrata', 'Toona serrulata', 'Toona sinensis carmesinixylon', 'Toona sinensis denticulata', 'Toona sinensis glabra', 'Toona sinensis grandifolia', 'Toona sinensis grandis', 'Toona sinensis hupehana', 'Toona sinensis incarvillei', 'Toona sinensis longifolia', 'Toona sinensis puberula', 'Toona sinensis schensiana']","['ncbi:443222', 'gbif:7271504']",Toona sinensis,both,358929,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Meliaceae,Toona,,Toona sinensis,5268475,916750,99252,229288,655984,504191,,[],species
townsendia eximia,False,False,Townsendia eximia,ICN,1.0,townsendia eximia,[],False,False,Townsendia eximia,3898832.0,species,ott3.3draft1,['Townsendia vreelandii'],"['gbif:5401960', 'irmng:11227326']",Townsendia eximia,both,3898832,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,,Townsendia eximia,5268475,916750,99252,1042120,46248,272113,,[],species
townsendia grandiflora,False,False,Townsendia grandiflora,ICN,1.0,townsendia grandiflora,[],False,False,Townsendia grandiflora,3898820.0,species,ott3.3draft1,[],"['gbif:5401955', 'irmng:10202270']",Townsendia grandiflora,both,3898820,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,,Townsendia grandiflora,5268475,916750,99252,1042120,46248,272113,,[],species
townsendia rothrockii,False,False,Townsendia rothrockii,ICN,1.0,townsendia rothrockii,[],False,False,Townsendia rothrockii,3898818.0,species,ott3.3draft1,[],"['gbif:5401954', 'irmng:11190396']",Townsendia rothrockii,both,3898818,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Townsendia,,Townsendia rothrockii,5268475,916750,99252,1042120,46248,272113,,[],species
toxicoscordion venenosum,False,False,Toxicoscordion venenosum,ICN,1.0,toxicoscordion venenosum,[],False,False,Toxicoscordion venenosum,477999.0,species,ott3.3draft1,"['Toxicoscordion gramineum', 'Zigadenus gramineus', 'Zigadenus intermedius', 'Zigadenus venenosus', 'Zigadenus venenosus venenosus', 'Zygadenus venenosus']","['ncbi:164846', 'gbif:2741783', 'irmng:11271179']",Toxicoscordion venenosum,both,477999,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Toxicoscordion,,Toxicoscordion venenosum,5268475,916750,99252,258488,430236,432486,,[],species
trachelium caeruleum,False,False,Trachelium caeruleum,ICN,1.0,trachelium caeruleum,[],False,False,Trachelium caeruleum,729871.0,species,ott3.3draft1,"['Trachelium azureum', 'Trachelium caeruleum brevidentatum', 'Trachelium caeruleum isabellinum', 'Trachelium caeruleum longiflorum']","['ncbi:28494', 'gbif:5407810']",Trachelium caeruleum,both,729871,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Trachelium,,Trachelium caeruleum,5268475,916750,99252,1042120,1086303,177499,,[],species
trachycarpus fortunei,False,False,Trachycarpus fortunei,ICN,1.0,trachycarpus fortunei,[],False,False,Trachycarpus fortunei,1003095.0,species,ott3.3draft1,"['Chamaerops excelsa', 'Chamaerops fortunei', 'Trachycarpus caespitosus', 'Trachycarpus wagnerianus']","['ncbi:14027', 'gbif:2739071']",Trachycarpus fortunei,both,1003095,Archaeplastida,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Trachycarpus,,Trachycarpus fortunei,5268475,916750,99252,17706,526437,1003093,,[],species
trachycarpus nanus,False,False,Trachycarpus nanus,ICN,1.0,trachycarpus nanus,[],False,False,Trachycarpus nanus,314803.0,species,ott3.3draft1,"['Chamaerops nana', 'Trachycarpus dracocephalus', 'Trachycarpus nana']","['ncbi:115525', 'gbif:2739080']",Trachycarpus nanus,both,314803,Archaeplastida,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Trachycarpus,,Trachycarpus nanus,5268475,916750,99252,17706,526437,1003093,,[],species
trachyspermum ammi,False,False,Trachyspermum ammi,ICN,1.0,trachyspermum ammi,[],False,False,Trachyspermum ammi,671429.0,species,ott3.3draft1,"['? ajowan', 'Ammi cicutarium', 'Ammi copticum', 'Ammi glaucifolium', 'Ammios muricata', 'Athamanta ajouan', 'Bunium aromaticum', 'Bunium copticum', 'Carum ajawain', 'Carum ajowan', 'Carum ammi', 'Carum aromaticum', 'Carum copticum', 'Carum korolkowii', 'Conium africanum', 'Daucus anisodorus', 'Daucus copticus', 'Deverra korolkowii', 'Helosciadium ammi', 'Ligusticum ajawain', 'Ligusticum ajouan', 'Pituranthos korolkowii', 'Ptychotis ajowan', 'Ptychotis coptica', 'Ptychotis foeniculifolia', 'Selinum copticum', 'Seseli ammi', 'Seseli ammoides', 'Seseli foeniculifolium', 'Sison ammi', 'Trachyspermum copticum']","['ncbi:52570', 'gbif:3034241', 'irmng:10209201']",Trachyspermum ammi,both,671429,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Trachyspermum,,Trachyspermum ammi,5268475,916750,99252,372834,372831,148671,,[],species
tradescantia blossfeldiana,False,False,Tradescantia blossfeldiana,ICN,1.0,tradescantia blossfeldiana,[],False,False,Tradescantia blossfeldiana,1077464.0,species,ott3.3draft1,"['Tradescantia cerinthoides', 'Tradescantia cymbispatha villosissima', 'Tradescantia koernickeana']","['ncbi:428258', 'gbif:2765318']",Tradescantia blossfeldiana,both,1077464,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia blossfeldiana,5268475,916750,99252,402582,877745,877742,,[],species
tradescantia fluminensis,False,False,Tradescantia fluminensis,ICN,1.0,tradescantia fluminensis,[],False,False,Tradescantia fluminensis,901895.0,species,ott3.3draft1,"['Tradescantia albiflora', 'Tradescantia albovittata', 'Tradescantia decora', 'Tradescantia fluminensis albovittata', 'Tradescantia fluminensis bicolor', 'Tradescantia fluminensis pubescens', 'Tradescantia fluminensis tenella', 'Tradescantia laekenensis', 'Tradescantia multibracteata', 'Tradescantia myrtifolia', 'Tradescantia striata', 'Tradescantia tenella']","['ncbi:255331', 'gbif:2765156', 'irmng:10589710']",Tradescantia fluminensis,both,901895,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia fluminensis,5268475,916750,99252,402582,877745,877742,,[],species
tradescantia pallida,False,False,Tradescantia pallida,ICN,1.0,tradescantia pallida,[],False,False,Tradescantia pallida,17930.0,species,ott3.3draft1,"['Setcreasea jaumavensis', 'Setcreasea lanceolata', 'Setcreasea pallida', 'Setcreasea pallida Rose', 'Setcreasea purpurea']","['ncbi:59015', 'gbif:2765221', 'irmng:11134593']",Tradescantia pallida,both,17930,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia pallida,5268475,916750,99252,402582,877745,877742,,[],species
tradescantia paludosa,False,False,Tradescantia paludosa,ICN,1.0,tradescantia paludosa,[],False,False,Tradescantia paludosa,814184.0,species,ott3.3draft1,[],"['ncbi:29658', 'irmng:10197851']",Tradescantia paludosa,both,814184,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia paludosa,5268475,916750,99252,402582,877745,877742,,[],species
tradescantiaathacea,True,False,Tradescantia spathacea,ICN,0.8636363744735718,tradescantiaathacea,[],False,False,Tradescantia spathacea,500816.0,species,ott3.3draft1,"['Ephemerum bicolor', 'Rhoeo discolor', 'Rhoeo spathacea', 'Rhoeo spathacea concolor', 'Rhoeo spathacea variegata', 'Tradescantia discolor', 'Tradescantia discolor concolor', 'Tradescantia discolor lineata', 'Tradescantia discolor variegata', 'Tradescantia discolor vittata', 'Tradescantia odoratissima', 'Tradescantia versicolor']","['ncbi:428268', 'gbif:2765230', 'irmng:11061724']",Tradescantia spathacea,both,500816,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia spathacea,5268475,916750,99252,402582,877745,877742,,[],species
tradescantia virginiana,False,False,Tradescantia virginiana,ICN,1.0,tradescantia virginiana,[],False,False,Tradescantia virginiana,17935.0,species,ott3.3draft1,"['Ephemerum congestum', 'Knowlesia spicata', 'Leiandra divaricata', 'Tradescantia albida', 'Tradescantia axillaris', 'Tradescantia axillaris flexuosa', 'Tradescantia barbata', 'Tradescantia brevicaulis', 'Tradescantia caricifolia', 'Tradescantia ciliata', 'Tradescantia congesta', 'Tradescantia crinigera', 'Tradescantia cristata', 'Tradescantia divaricata', 'Tradescantia elata', 'Tradescantia flexuosa', 'Tradescantia glabra publ', 'Tradescantia levigata', 'Tradescantia lyonii', 'Tradescantia pilosissima', 'Tradescantia pumila', 'Tradescantia rupestris', 'Tradescantia speciosa', 'Tradescantia spicata', 'Tradescantia splendens', 'Tradescantia villosissima', 'Tradescantia virginiana alba', 'Tradescantia virginiana albiflora', 'Tradescantia virginiana barbata', 'Tradescantia virginica', 'Tradescantia virginica albiflora', 'Tradescantia virginica drummondii', 'Tradescantia virginica flexuosa', 'Tradescantia virginica glabra', 'Tradescantia virginica villosa']","['ncbi:59016', 'gbif:2765272', 'irmng:10718494']",Tradescantia virginiana,both,17935,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia virginiana,5268475,916750,99252,402582,877745,877742,,[],species
tradescantia zebrina,False,False,Tradescantia zebrina,ICN,1.0,tradescantia zebrina,[],False,False,Tradescantia zebrina,215797.0,species,ott3.3draft1,"['Commelina zebrina', 'Cyanotis zebrina', 'Tradescantia pendula', 'Tradescantia zebrina zebrina', 'Zebrina pendula', 'Zebrina pendula quadrifolia']","['ncbi:34175', 'gbif:2765359', 'irmng:10214477']",Tradescantia zebrina,both,215797,Archaeplastida,Streptophyta,Magnoliopsida,Commelinales,Commelinaceae,Tradescantia,,Tradescantia zebrina,5268475,916750,99252,402582,877745,877742,,[],species
tragopogon porrifolius,False,False,Tragopogon porrifolius,ICN,1.0,tragopogon porrifolius,[],False,False,Tragopogon porrifolius,143403.0,species,ott3.3draft1,"['Tragopogon porrifolius aequalis', 'Tragopogon porrifolius cupani', 'Tragopogon porrifolius porrifolius', 'Tragopogon porrifolius sativus']","['ncbi:13731', 'gbif:5386938', 'irmng:11436923']",Tragopogon porrifolius,both,143403,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,,Tragopogon porrifolius,5268475,916750,99252,1042120,46248,143408,,[],species
trichilia trifolia,False,False,Trichilia trifolia,ICN,1.0,trichilia trifolia,[],False,False,Trichilia trifolia,1045754.0,species,ott3.3draft1,[],"['ncbi:1130845', 'gbif:7271328']",Trichilia trifolia,both,1045754,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Meliaceae,Trichilia,,Trichilia trifolia,5268475,916750,99252,229288,655984,512181,,[],species
trichocentrum ascendens,False,False,Trichocentrum ascendens,ICN,1.0,trichocentrum ascendens,[],False,False,Trichocentrum ascendens,939031.0,species,ott3.3draft1,"['Cohnia quekettioides', 'Cohniella ascendens', 'Cohniella bolivianensis', 'Cohniella quekettioides', 'Oncidium ascendens', 'Oncidium bolivianense', 'Oncidium subulifolium', 'Stilifolium ascendens']","['ncbi:493936', 'gbif:2846599']",Trichocentrum ascendens,both,939031,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Trichocentrum,,Trichocentrum ascendens,5268475,916750,99252,557124,568878,38225,,[],species
trichocereus bridgesii,False,True,Trichocereus bridgesii,ICN,1.0,trichocereus bridgesii,[],False,False,Echinopsis lageniformis,251573.0,species,ott3.3draft1,"['Cereus lageniformis', 'Echinopsis scopulicola', 'Trichocereus bridgesii', 'Trichocereus scopulicola']","['ncbi:1170786', 'gbif:5622588']",Echinopsis lageniformis,both,251573,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,,Echinopsis lageniformis,5268475,916750,99252,216628,584111,819440,,[],species
trichocereus macrogonus,False,True,Trichocereus macrogonus,ICN,1.0,trichocereus macrogonus,[],False,False,Echinopsis macrogona,6034984.0,species,ott3.3draft1,"['Cereus macrogonus', 'Trichocereus macrogonus']",['gbif:5622536'],Echinopsis macrogona,both,6034984,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,,Echinopsis macrogona,5268475,916750,99252,216628,584111,819440,,[],species
trichocereus.,True,False,Trichocereus,ICN,0.9166666865348816,trichocereus.,['barren'],False,True,Trichocereus,6035051.0,genus,ott3.3draft1,[],['ncbi:153898'],Trichocereus,both,6035051,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,,,Trichocereus,5268475,916750,99252,216628,584111,,,['barren'],genus
trichocereusachianus,True,False,Trichocereus spachianus,ICN,0.8695651888847351,trichocereusachianus,[],False,False,Echinopsis spachiana,5761790.0,species,ott3.3draft1,"['Cereus spachianus', 'Trichocereus spachianus']","['ncbi:1574108', 'gbif:5621961']",Echinopsis spachiana,both,5761790,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinopsis,,Echinopsis spachiana,5268475,916750,99252,216628,584111,819440,,[],species
trichopilia tortilis,False,False,Trichopilia tortilis,ICN,1.0,trichopilia tortilis,[],False,False,Trichopilia tortilis,827253.0,species,ott3.3draft1,['Trichopilia tortilis immaculata'],"['ncbi:494579', 'gbif:2790537']",Trichopilia tortilis,both,827253,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Trichopilia,,Trichopilia tortilis,5268475,916750,99252,557124,568878,38221,,[],species
tricyrtis latifolia,False,False,Tricyrtis latifolia,ICN,1.0,tricyrtis latifolia,[],False,False,Tricyrtis latifolia,575263.0,species,ott3.3draft1,"['Compsoa latifolia', 'Tricyrtis bakeri', 'Tricyrtis latifolia emaculata', 'Tricyrtis latifolia makinoana', 'Tricyrtis latifolia nikkomontana', 'Tricyrtis macropoda glabrescens', 'Tricyrtis makinoana']","['ncbi:85291', 'gbif:2752139']",Tricyrtis latifolia,both,575263,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Tricyrtis,,Tricyrtis latifolia,5268475,916750,99252,258488,781605,411661,,[],species
trifolium fragiferum,False,False,Trifolium fragiferum,ICN,1.0,trifolium fragiferum,[],False,False,Trifolium fragiferum,76058.0,species,ott3.3draft1,"['Amoria bonannii', 'Amoria fragifera', 'Galearia bonannii', 'Galearia fragifera', 'Trifolium bonannii', 'Trifolium congestum', 'Trifolium involucratum', 'Trifolium neglectum', 'Xerosphaera fragifera bonannii']","['ncbi:97023', 'gbif:5358935', 'irmng:10179386']",Trifolium fragiferum,both,76058,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,,Trifolium fragiferum,5268475,916750,99252,956360,560323,935477,,[],species
trifolium incarnatum,False,False,Trifolium incarnatum,ICN,1.0,trifolium incarnatum,[],False,False,Trifolium incarnatum,705473.0,species,ott3.3draft1,"['Trifolium incarnatum cv. Dixie', 'Trifolium incarnatum elatius', 'Trifolium molineri', 'Trifolium molinerii', 'Trifolium stellatum incarnatum', 'Trifolium stramineum']","['ncbi:60916', 'gbif:5359378', 'irmng:10182340']",Trifolium incarnatum,both,705473,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,,Trifolium incarnatum,5268475,916750,99252,956360,560323,935477,,[],species
trifolium medium,False,False,Trifolium medium,ICN,1.0,trifolium medium,[],False,False,Trifolium medium,76048.0,species,ott3.3draft1,"['Trifolium ambiguum', 'Trifolium flexuosum', 'Trifolium medium brachycalycinum', 'Trifolium medium flexuosum', 'Trifolium medium microphyllum', 'Trifolium medium skorpilii', 'Trifolium sarosiense']","['ncbi:97028', 'gbif:5358812', 'irmng:10178847']",Trifolium medium,both,76048,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,,Trifolium medium,5268475,916750,99252,956360,560323,935477,,[],species
trifolium pannonicum,False,False,Trifolium pannonicum,ICN,1.0,trifolium pannonicum,[],False,False,Trifolium pannonicum,597367.0,species,ott3.3draft1,[],"['ncbi:97032', 'gbif:5359067', 'irmng:10584277']",Trifolium pannonicum,both,597367,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,,Trifolium pannonicum,5268475,916750,99252,956360,560323,935477,,[],species
trigonella caerulea,False,False,Trigonella caerulea,ICN,1.0,trigonella caerulea,[],False,False,Trigonella caerulea,445955.0,species,ott3.3draft1,"['Folliculigera caerulea', 'Grammocarpus caeruleus', 'Melilotus caeruleus', 'Melilotus coerulea', 'Melilotus coeruleus', 'Sertula caerulea', 'Teliosma caerulea', 'Telis caerulea', 'Trifolium caerulea', 'Trifolium caeruleum', 'Trifolium melilotus-caeruleus', 'Trigonella coerulea', 'Trigonella melilotus-caerulea', 'Trigonella melilotus-coerulea', 'Trigonella melilotus-coeruleus']","['ncbi:200963', 'gbif:5360498', 'irmng:10164155']",Trigonella caerulea,both,445955,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,,Trigonella caerulea,5268475,916750,99252,956360,560323,1007988,,[],species
trigonella foenum-graecum,False,False,Trigonella foenum-graecum,ICN,1.0,trigonella foenum-graecum,[],False,False,Trigonella foenum-graecum,1007994.0,species,ott3.3draft1,"['Foenugraecum officinale', 'Foenugraecum sativum', 'Folliculigera foenum-graecum', 'Medicago foenum-graecum', 'Trigonella foenum-graceum', 'Trigonella tibetana']","['ncbi:78534', 'gbif:5360475', 'irmng:11234360']",Trigonella foenum-graecum,both,1007994,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,,Trigonella foenum-graecum,5268475,916750,99252,956360,560323,1007988,,[],species
trillium erectum,False,False,Trillium erectum,ICN,1.0,trillium erectum,[],False,False,Trillium erectum,535817.0,species,ott3.3draft1,[],"['ncbi:50545', 'gbif:2742342', 'irmng:10589983']",Trillium erectum,both,535817,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Trillium,,Trillium erectum,5268475,916750,99252,258488,430236,76108,,[],species
trillium sessile,False,False,Trillium sessile,ICN,1.0,trillium sessile,[],False,False,Trillium sessile,76110.0,species,ott3.3draft1,"['Esdra sessilis publ', 'Phyllantherum sessile', 'Trillium isanthum', 'Trillium longiflorum', 'Trillium membranaceum', 'Trillium rotundifolium', 'Trillium sessile boreale', 'Trillium sessile viridiflorum', 'Trillium tinctorium']","['ncbi:49676', 'gbif:2742223', 'irmng:10197628']",Trillium sessile,both,76110,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Melanthiaceae,Trillium,,Trillium sessile,5268475,916750,99252,258488,430236,76108,,[],species
