idTaxon,matched_name,fuzzy_match_score
Paeonia tenuifolia L.,Paeonia tenuifolia,95
Paeonia suffruticosa Andrews subsp. suffruticosa,Paeonia suffruticosa,90
Paeonia rockii D.Y.Hong,Paeonia rockii,90
Paeonia peregrina Mill.,Paeonia peregrina,95
Paeonia parnassica Tzanoudakis,Paeonia parnassica,90
Paeonia officinalis L. subsp. officinalis,Paeonia officinalis,90
Paeonia officinalis L.,Paeonia officinalis,95
Paeonia obovata Maxim.,Paeonia obovata,95
Paeonia mascula (L.) Mill. s.l.,Paeonia mascula,90
Paeonia lutea Franch.,Paeonia lutea,90
Paeonia lactiflora Pall. 'Buckeye Belle',Paeonia lactiflora,90
Paeonia lactiflora Pall.,Paeonia lactiflora,95
Paeonia daurica subsp. wittmanniana (Lindl.) D.Y.Hong,Paeonia daurica,90
Paeonia daurica subsp. mlokosewitschii (Lomakin) D.Y.Hong,Paeonia daurica,90
Paeonia daurica Andrews. s.l.,Paeonia daurica,90
Paeonia anomala L.,Paeonia anomala,95
Paederota lutea Scop.,Paederota lutea,95
Paederota bonarota (L.) L.,Paederota bonarota,95
Pachystachys lutea Nees,Pachystachys lutea,95
Pachypodium sp.,Pachypodium,95
Pachypodium lamerei Drake,Pachypodium lamerei,95
Pachyphytum sp.,Pachyphytum,95
Pachyphytum oviferum J.A. Purpus,Pachyphytum oviferum,90
Pachyphytum compactum Rose,Pachyphytum compactum,95
Pachyphytum brevifolium Rose,Pachyphytum brevifolium,95
Oxytropis pilosa (L.) DC.,Oxytropis pilosa,90
Oxylobium arborescens R.Br.,Oxylobium arborescens,95
Oxalis triangularis. A. St. Hil.,Oxalis triangularis,90
Oxalis tetraphylla Cav.,Oxalis tetraphylla,95
Oxalis purpurea L.,Oxalis purpurea,95
Oxalis pes-caprae L.,Oxalis pes-caprae,95
Oxalis monticola Arechav.,Oxalis monticola,90
Oxalis lasiandra Zucc.,Oxalis lasiandra,95
Oxalis fontana Bunge,Oxalis fontana,95
Oxalis enneaphylla Cav.,Oxalis enneaphylla,95
Oxalis bowiei Lindl.,Oxalis bowiei,95
Oxalis adenophylla Hook. et Arn.,Oxalis adenophylla,90
Oxalis acetosella L.,Oxalis acetosella,95
Osyris alba L.,Sinapis alba,64
Ostrya carpinifolia Scop.,Ostrya carpinifolia,95
Osteomeles schweriniae var. microphylla Rehder et E.H. Wilson,Osteomeles schweriniae,90
Osmunda regalis L.,Osmunda regalis,95
Osmunda claytoniana L.,Osmunda claytoniana,95
Osmanthus x burkwoodii (Burkwood & Skipwith) P.S.Green,x Astroworthia,86
Oscularia deltoides (L.) Schwantes,Oscularia deltoides,90
Oryza sativa L. 'Loto',Oryza sativa,90
Oryza sativa L. 'Axios',Oryza sativa,90
Orthosiphon aristatus (Blume) Miq.,Orthosiphon aristatus,90
Orobanche hederae Duby,Orobanche hederae,95
Orobanche alba Willd.,Orobanche alba,95
Ornithopus sativus Brot.,Ornithopus sativus,95
Ornithogalum viridiflorum (I.Verd.) J.C.Manning & Goldblatt,Ornithogalum viridiflorum,90
Ornithogalum umbellatum L.,Ornithogalum umbellatum,96
Ornithogalum regale (Hilliard et B.L. Burtt) J.C. Manning et Goldblatt,Ornithogalum regale,90
Ornithogalum pyrenaicum L. subsp. pyrenaicum,Ornithogalum pyrenaicum,90
Ornithogalum princeps (Baker) J.C.Manning & Goldblatt,Ornithogalum princeps,90
Ornithogalum nutans L.,Ornithogalum nutans,95
Ornithogalum narbonense L.,Ornithogalum narbonense,96
Ornithogalum magnum Krasch. & Schischk.,Ornithogalum magnum,90
Ornithogalum gussonei Ten.,Ornithogalum gussonei,95
Ornithogalum candicans (Baker) J.C.Manning & Goldblatt,Ornithogalum candicans,90
Orlaya grandiflora (L.) Hoffm.,Orlaya grandiflora,90
Origanum vulgare subsp. hirtum (Link) Ietsw.,Origanum vulgare,90
Origanum vulgare L.,Origanum vulgare,95
Origanum syriacum L. s.l.,Origanum vulgare,86
Origanum majorana L.,Origanum majorana,95
Origanum dictamnus L.,Origanum dictamnus,95
Oreorchis patens (Lindl.) Lindl.,Oreorchis patens,90
Oreocereus trollii (Kupper) Backeb.,Oreocereus trollii,90
Orchis simia Lam.,Orchis simia,95
Orchis papilionacea L.,Orchis papilionacea,95
Orchis laxiflora Lam.,Orchis laxiflora,95
Orchidaceae sp.,Orchidaceae,95
Orbea variegata (L.) Haw.,Orbea variegata,90
Opuntia tunicata (Lehm.) Pfeiff.,Opuntia,90
Opuntia tuna (L.) Mill. var. monstrosa,Opuntia,90
Opuntia sp.,Opuntia,95
Opuntia scheerii Web.,Opuntia,90
Opuntia polyacantha Haw.,Opuntia polyacantha,95
Opuntia phaeacantha Engl. s.l.,Opuntia phaeacantha,90
Opuntia microdasys var. albispina Fobe,Opuntia microdasys,90
Opuntia microdasys subsp. rufida (Engelm.) U. GuzmÃ¡n & Mandujano,Opuntia microdasys,90
Opuntia microdasys (Lehm.) Pfeiff.,Opuntia microdasys,90
Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,90
Opuntia fragilis (Nutt.) Haw.,Opuntia fragilis,90
Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica,90
Ophrys tenthredinifera Willd.,Ophrys tenthredinifera,95
Ophrys sphegodes subsp. spruneri (Nyman) E.Nelson,Ophrys bombyliflora,86
Ophrys sphegodes subsp. atrata (Rchb.f.) A.BolÃ²s,Aquilegia atrata,86
Ophrys sphegodes ssp atrata x tenthredinifera,Aquilegia atrata,86
Ophrys scolopax Cav.,Ophrys scolopax,95
Ophrys reinholdii Spruner ex Fleischm.,Ophrys reinholdii,90
Ophrys fuciflora x apifera x speculum,Ophrys fuciflora,90
Ophrys ferrum-equinum Desf.,Ophrys ferrum-equinum,95
Ophrys bombyliflora Link,Ophrys bombyliflora,95
Ophioglossum vulgatum L.,Ophioglossum vulgatum,95
Onosma pseudoarenaria Schur.,Onosma pseudoarenaria,95
Onosma helvetica (A. DC.) Boiss.,Onosma helvetica,90
Onopordum acanthium L.,Onopordum acanthium,95
Ononis spinosa L. s.l.,Ononis natrix,86
Ononis rotundifolia L.,Ononis rotundifolia,95
Ononis repens L.,Ononis repens,95
Ononis natrix L.,Ononis natrix,95
Ononis fruticosa L.,Ononis fruticosa,95
Onoclea sensibilis L.,Onoclea sensibilis,95
Onoclea orientalis (Hook.) Hook.,Onoclea orientalis,90
Onobrychis viciifolia Scop.,Onobrychis viciifolia,95
Onobrychis montana DC.,Onobrychis montana,95
Onobrychis arenaria (Kit.) DC.,Onobrychis arenaria,90
Oncidium sphacelatum Lindl.,Oncidium sphacelatum,95
Omphalodes verna Moench,Omphalodes verna,95
Olea europaea L.,Olea europaea,95
Oenothera odorata Jacq.,Oenothera odorata,95
Oenothera macrocarpa Nutt.,Oenothera macrocarpa,95
Oenothera glazioviana Micheli,Oenothera glazioviana,95
Oenothera biennis L.,Oenothera biennis,95
Oenanthe pimpinelloides L.,Oenanthe pimpinelloides,96
Oenanthe fistulosa L.,Oenanthe fistulosa,95
Odontarrhena argentea (All.) Ledeb.,Odontarrhena argentea,90
Ocimum x citriodorum Vis.,Ocimum basilicum,86
Ocimum tenuiflorum L.,Ocimum tenuiflorum,95
Ocimum kilimandscharicum GÃ¼rke,Ocimum kilimandscharicum,95
Ocimum gratissimum L.,Ocimum gratissimum,95
Ocimum basilicum L. 'Grec',Ocimum basilicum,90
Ocimum basilicum L.,Ocimum basilicum,95
Ochna serrulata (Hochst.) Walp.,Ochna serrulata,90
Nymphoides peltata (S.G. Gmel.) Kuntze,Nymphoides peltata,90
Nymphoides hydrophylla (Lour.) Kuntze,Nymphoides peltata,86
Nymphaea alba L.,Nymphaea alba,95
Nymphaea -Hybriden 'W. Doogue',Nymphaea alba,86
Nymphaea -Hybriden 'Virginalis',Nymphaea alba,86
Nymphaea -Hybriden 'Tuberosa Richardsonii',Nymphaea alba,86
Nymphaea -Hybriden 'Splendida',Nymphaea alba,86
Nymphaea -Hybriden 'Sioux',Nymphaea alba,86
Nymphaea -Hybriden 'Paul Hariot',Nymphaea alba,86
Nymphaea -Hybriden 'Marliaceae Chromatella',Nymphaea alba,86
Nymphaea -Hybriden 'Leydeckerii Purpurata',Nymphaea alba,86
Nymphaea -Hybriden 'James Brydon',Nymphaea alba,86
Nymphaea -Hybriden 'Gloriosa',Nymphaea alba,86
Nymphaea -Hybriden 'Gladstoniana',Nymphaea alba,86
Nymphaea -Hybriden 'Colossea',Nymphaea alba,86
Nymphaea -Hybriden 'Atripurpurea',Nymphaea alba,86
Nuphar pumila (Timm) DC.,Nuphar pumila,90
Nuphar lutea (L.) Sm.,Nuphar lutea,90
Notocactus tabularis,Tephrocactus articulatus,64
Notocactus haselbergii,Eriocactus,63
Nothoscordum inodorum G. Nicholson,Nothoscordum inodorum,90
Notholirion thomsonianum (Royle) Stapf,Aethionema thomasianum,66
Nothofagus antarctica (G.Forst.) Oerst.,Nothofagus antarctica,90
Nonea lutea (Desr.) DC.,Nonea lutea,90
Niphidium crassifolium (L.) Lellinger,Niphidium crassifolium,90
Nigella sativa L.,Nigella sativa,95
Nigella damascena L.,Nigella damascena,95
Nigella arvensis L.,Nigella arvensis,95
Nierembergia scoparia Sendtn.,Nierembergia scoparia,95
Nierembergia repens Ruiz et Pav.,Nierembergia repens,90
Nidularium fulgens Lem.,Nidularium fulgens,95
Nicotiana tabacum L.,Nicotiana tabacum,95
Nicotiana sylvestris Speg. et S. Comes,Nicotiana sylvestris,90
Nicotiana rustica L.,Nicotiana rustica,95
Nicotiana langsdorffii Weinm.,Nicotiana langsdorffii,95
Nicotiana glutinosa L.,Nicotiana glutinosa,95
Nicandra physalodes (L.) Gaertn.,Aloea,72
Nesocodon mauritianus (I. Richardson) Thulin,Nesocodon mauritianus,90
Neslia paniculata (L.) Desv. s.l.,Neslia paniculata,90
Nerium oleander L. (rosa),Nerium oleander,90
Nerine undulata (L.) Herb.,Nerine undulata,90
Nephthytis poissonii (Engler) N.E. Br.,Nephthytis poissonii,90
Nephrolepis hirsutula (Forst. f.) C. Presl,Nephrolepis hirsutula,90
Nephrolepis exaltata (L.) Schott,Nephrolepis exaltata,90
Nephelium longana Cambess.,Ananas comosus,60
Nepeta racemosa Lam. s.l.,Nepeta racemosa,90
Nepeta grandiflora M. Bi.,Nepeta grandiflora,95
Nepenthes sp.,Nepenthes ceciliae,86
Nepenthes maxima Reinw.,Nepenthes maxima,95
"Nepenthes ceciliae Gronem., Coritico, Micheler, Marwinski, Acil & V.B.Amoroso",Nepenthes ceciliae,90
Nepenthes alata Blanco fo. Luzon,Nepenthes alata,90
Nepenthes 'Rebecca Soper',Nepenthes alata,86
Neoregelia carolinae (Beer) L.B. Sm. 'Tricolor',Neoregelia carolinae,90
Neoregelia carolinae (Beer) L.B. Sm.,Neoregelia carolinae,90
Neobuxbaumia polylopha (DC.) Backeb.,Neobuxbaumia polylopha,90
Neobenthamia gracilis Rolfe,Neobenthamia gracilis,95
Nemophila maculata Lindl.,Nemophila maculata,95
Nemesia floribunda Lehm.,Nemesia floribunda,95
Nelumbo nucifera Gaertn.,Nelumbo nucifera,95
Nautilocalyx bullatus Sprague,Nautilocalyx bullatus,95
Nasturtium officinale R.Br.,Nasturtium officinale,95
Nardus stricta L.,Nardus stricta,95
Narcissus triandrus L.,Narcissus triandrus,95
Narcissus tazetta L.,Narcissus tazetta,95
Narcissus serotinus L.,Narcissus serotinus,95
Narcissus scaberulus Henriq.,Narcissus scaberulus,95
Narcissus radiiflorus Salisb.,Narcissus radiiflorus,95
Narcissus pseudonarcissus L.,Narcissus pseudonarcissus,96
Narcissus poeticus aggr.,Narcissus poeticus,95
Narcissus poeticus L. subsp. poeticus,Narcissus poeticus,90
Narcissus poeticus L. 'Actaea',Narcissus poeticus,90
Narcissus poeticus L.,Narcissus poeticus,95
Narcissus papyraceus subsp. panizzianus (Parl.) Arcang..,Narcissus papyraceus,90
Narcissus papyraceus Ker.-Gawl.,Narcissus papyraceus,90
Narcissus obesus Salisb.,Narcissus obesus,95
Narcissus calcicola MendonÃ§a,Narcissus calcicola,95
Narcissus bulbocodium subsp. nivalis (Graells) Baker,Narcissus bulbocodium,90
Narcissus bulbocodium L. subsp. conspicuus,Narcissus bulbocodium,90
Narcissus bulbocodium L.,Narcissus bulbocodium,95
Narcissus assoanus Dufour,Narcissus assoanus,95
Napaea dioica L.,Napaea dioica,95
Nandina domestica Thunb.,Nandina domestica,95
Myrtus communis L.,Tamus communis,77
Myrtillocactus geometrizans (Pfeiff.) Console fo. cristata,Myrtillocactus geometrizans,90
Myrtillocactus geometrizans (Pfeiff.) Console,Myrtillocactus geometrizans,90
Myrrhis odorata (L.) Scop.,Viola odorata,86
Myrmecodia platytyrea Becc.,Myrmecodia platytyrea,95
Myriophyllum aquaticum (Vell.) Verdc.,Myriophyllum aquaticum,90
Myrica gale L.,Myrica gale,95
Myosurus minimus L.,Myosurus minimus,95
Myosoton aquaticum (L.) Moench,Myosoton aquaticum,90
Myosotis sylvatica Hoffm.,Myosotis sylvatica,95
Myosotis rehsteineri Wartm.,Myosotis rehsteineri,95
Myosotis arvensis Hill,Myosotis arvensis,95
Muscari racemosum (L.) Mill.,Muscari racemosum,90
Muscari neglectum Ten.,Muscari neglectum,95
Muscari latifolium J. Kirk,Muscari latifolium,95
Muscari comosum (L.) Mill.,Muscari comosum,90
Muscari botryoides (L.) Mill.,Muscari botryoides,90
Muscari armeniacum Baker,Muscari armeniacum,95
Musa x paradisiaca L.,Musa basjoo,86
Musa basjoo Iinuma,Musa basjoo,90
Musa acuminata Colla,Musa acuminata,95
Murraya paniculata (L.) Jack,Festuca paniculata,86
Murraya koenigii (L.) Spreng.,Murraya koenigii,90
Murbeckiella pinnatifida Lam.) Rothm.,Acaena pinnatifida,86
Muhlenbergia mexicana (L.) Trin.,Muhlenbergia mexicana,95
Muehlenbeckia axillaris (Hook.f.),Muehlenbeckia axillaris,95
Morus nigra L. 'Mora',Morus nigra,90
Morus nigra L.,Morus nigra,95
Moringa oleifera Lam.,Moringa oleifera,95
Morinda citrifolia L.,Morina longifolia,70
Morina longifolia DC.,Morina longifolia,95
Monstera deliciosa Liebm.,Monstera deliciosa,95
Monarda x 'Cambridge Scarlet',Monarda punctata,86
Monarda punctata L.,Monarda punctata,95
Monarda fistulosa L.,Monarda fistulosa,95
Monarda didyma L.,Monarda fistulosa,61
Monarda citriodora Lag.,Monarda punctata,63
Moluccella laevis L.,Moluccella laevis,95
Moltkia petraea (Tratt.) Griseb.,Moltkia petraea,90
Molinia caerulea (L.) Moench,Molinia caerulea,90
Moehringia muscosa L.,Moehringia muscosa,95
Modiola multifida Moench,Modiola multifida,95
Mitella caulescens Nutt.,Mitella caulescens,95
Misopates orontium (L.) Raf,Misopates orontium,90
Miscanthus sinensis Andersson ' Variegatus',Miscanthus sinensis,90
Miscanthus sinensis (Thunb.) Andersson 'Gracillimus',Miscanthus sinensis,90
Miscanthus sinensis (Thunb.) Andersson ' Zebrinus',Miscanthus sinensis,90
Miscanthus sacchariflorus (Maxim.) Hack.,Miscanthus sacchariflorus,90
Mirabilis longiflora L.,Mirabilis longiflora,95
Mirabilis jalapa L. (fleurs roses),Mirabilis jalapa,90
Minuartia villarii (Balb.) Wilczek et Chenevard,Minuartia villarii,90
Minuartia stellata (E.D.Clarke) Maire et Petitm.,Minuartia stellata,90
Minuartia sedoides (L.) Hiern,Minuartia sedoides,90
Minuartia rostrata (Pers.) Rchb.,Minuartia rostrata,90
Minuartia recurva (All.) Schinz et Thell.,Minuartia recurva,90
Minuartia obtusiloba (Rydb.) House,Minuartia obtusiloba,90
Minuartia lineata (Boiss.) Bornm.,Minuartia lineata,90
Minuartia laricifolia subsp. kitaibelii (Nyman) Mattf.,Minuartia laricifolia,90
Minuartia laricifolia (L.) Schinz et Thell.,Minuartia laricifolia,90
Minuartia hybrida (Vill.) Schischk.,Minuartia hybrida,90
Minuartia graminifolia subsp. clandestina (Port.) Mattf.,Minuartia graminifolia,90
Minuartia capillacea (All.) Graebn.,Minuartia capillacea,90
Minuartia austriaca (Jacq.)Hayek,Minuartia austriaca,90
Mimulus guttatus DC.,Mimulus guttatus,95
Mimosa speggazzinii Pirotta,Mimosa pudica,86
Mimosa pudica L.,Mimosa pudica,95
Miltonia flavescens Lindl.,Miltonia flavescens,95
Microtis atrata Lindl.,Microtis atrata,95
Microtis arenaria Lindl.,Microtis arenaria,95
Micromeria graeca (L.) Benth s.l.,Micromeria graeca,90
Microgramma vacciniifolia (Langsd. et Fisch.) Copel.,Microgramma vacciniifolia,90
Meyenia erecta Benth.,Meyenia erecta,95
Meum athamanticum Jacq.,Meum athamanticum,95
Metasequoia glyptostroboides Hu et W.C.Cheng,Metasequoia glyptostroboides,90
Mestoklema tuberosum var. macrorhizum (Haw.) N.E. Br.,Mestoklema tuberosum,90
Mespilus germanica L.,Mespilus germanica,95
Mesembryanthemum crystallinum L.,Mesembryanthemum crystallinum,97
Merremia dissecta (Jacq.) Hallier f.,Merremia dissecta,90
Mercurialis perennis L.,Mercurialis perennis,95
Menyanthes trifoliata L.,Menyanthes trifoliata,95
Mentha x piperita L.,Mentha lata,86
Mentha suaveolens Ehrh.,Mentha suaveolens,95
Mentha spicata L.,Mentha lata,77
Mentha requienii Benth.,Mentha requienii,95
Mentha pulegium L.,Mentha pulegium,95
Mentha longifolia (L.) Huds.,Mentha longifolia,90
Mentha cervina L.,Mentha cervina,95
Mentha aquatica L.,Mentha aquatica,95
Menispermum canadense L.,Menispermum canadense,95
Melissa officinalis L.,Melissa officinalis,95
Melilotus officinalis Lam.,Melilotus officinalis,95
Melilotus albus Medik.,Melilotus albus,95
Melicytus crassifolius (Hook.f.) Garn.-Jones,Melicytus crassifolius,90
Melica transsilvanica Schur,Melica transsilvanica,95
Melica ciliata L.,Melica ciliata,95
Melica altissima L.,Melica altissima,95
Melianthus major L.,Melianthus major,95
Melia azedarach L.,Melia azedarach,95
Medinilla magnifica Lindl.,Medinilla magnifica,95
Medicago sativa L.,Medicago sativa,95
Medicago minima (L.) L.,Medicago minima,95
Medicago arborea L.,Medicago arborea,95
Meconopsis cambrica (L.) Vig.,Meconopsis cambrica,95
Maxillaria tenuifolia Lindl.,Maxillaria tenuifolia,95
Maxillaria sophronites Garay,Maxillaria densa,86
Maxillaria densa Lindl.,Maxillaria densa,95
Maurandella antirrhiniflora (Willd.) Rothm. 'Mixed',Maurandella antirrhiniflora,90
Matthiola valesiaca Boiss.,Matthiola valesiaca,95
Matthiola sinuata (L.) W.T. Aiton,Matthiola sinuata,90
Matthiola longipetala subsp. bicornis (Sibth. & Sm.) P.W. Ball,Matthiola longipetala,90
Matthiola incana (L.) R. Br.,Matthiola incana,90
Matthiola fragrans (Fisch.) Bunge,Matthiola fragrans,90
Matteuccia struthiopteris (L.) Tod.,Matteuccia struthiopteris,95
Matricaria chamomilla L.,Matricaria chamomilla,95
Masdevallia meosoresicana Sander,Masdevallia infracta,86
Masdevallia infracta Lindl.,Masdevallia infracta,95
Marsilea quadrifolia L.,Marsilea quadrifolia,95
Marrubium vulgare L.,Marrubium vulgare,95
Marginatocereus marginatus (DC.) Backeb.,Marginatocereus marginatus,90
Maranta leuconeura var. kerchoveana E. Morren,Maranta leuconeura,90
Maranta arundinacea L.,Maranta arundinacea,95
Manihot esculenta Crantz,Manihot esculenta,95
Mangifera indica L.,Mangifera indica,95
Manfreda virginica (L.) Rose,Manfreda virginica,90
Mandragora officinarum L.,Mandragora officinarum,96
Mandragora autumnalis Bertol.,Mandragora autumnalis,95
Mammillaria sp.,Mammillaria,95
Mammillaria rhodantha Link et Otto Link et Otto,Mammillaria rhodantha,90
Mammillaria prolifera (Mill.) Haw.,Mammillaria prolifera,90
Mammillaria plumosa F.A.C. Weber,Mammillaria plumosa,90
Mammillaria perbella Schum.,Mammillaria perbella,95
Mammillaria matudae,Mammillaria matudae,100
Mammillaria magnimamma Haw. fo. obconella,Mammillaria magnimamma,90
Mammillaria magnimamma Haw.,Mammillaria magnimamma,95
Mammillaria magnifica F.G. Buchenau,Mammillaria magnifica,90
Mammillaria hahniana subsp. woodsii (R.T. Craig) Hunt,Mammillaria hahniana,90
Mammillaria hahniana Werderm. var. caespitosa,Mammillaria hahniana,90
Mammillaria hahniana Werderm.,Mammillaria hahniana,95
Mammillaria gracilis Pfeiff.,Mammillaria,90
Mammillaria geminispina Haw.,Mammillaria geminispina,95
Mammillaria elongata DC.,Mammillaria elongata,95
Mammillaria crucigera Mart.,Mammillaria crucigera,95
Mammillaria bombycina Quehl,Mammillaria bombycina,95
Mammillaria bella Backeb.,Mammillaria bella,95
Mammillaria backebergiana subsp. ernestii (FIttkau) Hunt,Mammillaria backebergiana,90
Mammillaria backebergiana Buchenau,Mammillaria backebergiana,95
Malva verticillata L.,Malva verticillata,95
Malva sylvestris L.,Malva sylvestris,95
Malva neglecta Wallr.,Malva neglecta,95
Malva alcea L.,Malva alcea,95
Malus sylvestris (L) Mill.,Malus sylvestris,90
Malus spectabilis (Aiton) Borkh.,Malus spectabilis,90
Malus sieversii (Ledeb.) M. Roem.,Malus sieversii,90
Malus pumila var. paradisiaca (L.) C.K. Schneid.,Malus pumila,90
Malus pumila (L.) Mill var. pumila,Malus pumila,90
Malus floribunda Van Houtte,Malus floribunda,90
Malope trifida Cav.,Malope trifida,95
Malachra capitata (L.) L.,Malachra capitata,95
Maihueniopsis darwinii (Hensl.) F.Ritter,Maihueniopsis darwinii,90
Maianthemum stellatum (L.) Link,Maianthemum stellatum,95
Maianthemum racemosum (L.) Link,Maianthemum racemosum,95
Maianthemum bifolium (L.)F. W. Schmidt,Maianthemum bifolium,90
Mahonia bealei Carr.,Mahonia bealei,95
Mahonia aquifolium (Pursh) Nutt.,Mahonia aquifolium,90
Magnolia stellata (Siebold et Zucc.) Maxim. 'Royal Star',Magnolia stellata,90
Magnolia liliiflora Desr. 'Nigra',Magnolia liliiflora,90
Magnolia liliiflora Desr.,Magnolia liliiflora,95
Magnolia grandiflora L.,Magnolia grandiflora,95
Madia sativa Molina,Madia sativa,90
Macleaya cordata (Willd.) R.Br.,Macleaya cordata,90
Machairophyllum albidum (L.) Schwantes,Machairophyllum albidum,90
Lythrum virgatum L.,Lythrum virgatum,95
Lythrum salicaria L.,Lythrum salicaria,95
Lythrum portula (L.) D.A. Webb,Lythrum portula,90
Lythrum hyssopifolia L.,Lythrum hyssopifolia,95
Lysimachia vulgaris L.,Lysimachia vulgaris,95
Lysimachia thyrsiflora L.,Lysimachia thyrsiflora,96
Lysimachia punctata L.,Lysimachia punctata,95
