ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur,matched_name,fuzzy_match_score,Inventaire FRIBG,is_approximate_match,is_synonym,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge
XX 0 FRIBG 20031219,,,,,,Rosaceae,,,,Rosa 'Celina',Roseraie,Rosa canina,78.0,rosa canina,False,False,ICN,1.0,rosa canina,['incertae_sedis_inherited'],False,False,Rosa canina,333885.0,species,ott3.3draft1,"['? blondeauana', '? globularis', 'Crepinia aciphylla', 'Crepinia canina', 'Crepinia psilophylla', 'Rosa acanthina', 'Rosa achburensis', 'Rosa aciphylla', 'Rosa aciphylloides', 'Rosa actinodroma', 'Rosa adenocalyx', 'Rosa adscita', 'Rosa afzeliana', 'Rosa agraria', 'Rosa albolutescens', 'Rosa amansii', 'Rosa ambigua', 'Rosa analoga', 'Rosa ancarensis', 'Rosa arguta', 'Rosa armata', 'Rosa armoricana', 'Rosa arnoldii', 'Rosa aspernata', 'Rosa aspratilis', 'Rosa beatricis', 'Rosa belgradensis', 'Rosa biebersteiniana', 'Rosa bujedana', 'Rosa burnattii', 'Rosa calvatostyla', 'Rosa calycina', 'Rosa canina afzeliana', 'Rosa canina armidae', 'Rosa canina blondeauana', 'Rosa canina dumalis', 'Rosa canina flexibilis', 'Rosa canina glaberrima', 'Rosa canina glabra', 'Rosa canina globosa', 'Rosa canina globularis', 'Rosa canina hirtella', 'Rosa canina libertiae', 'Rosa canina lucorum', 'Rosa canina lutetiana', 'Rosa canina mairei', 'Rosa canina mandonii', 'Rosa canina nitens', 'Rosa canina opaca', 'Rosa canina pedunculipilosa', 'Rosa canina ramosissima', 'Rosa canina scabrata', 'Rosa canina senticosa', 'Rosa canina subinermis', 'Rosa canina substylosa', 'Rosa canina transitoria', 'Rosa canina vinealis', 'Rosa canina vulgaris', 'Rosa caniniformis', 'Rosa caucasea', 'Rosa caucasica', 'Rosa chaboissaei', 'Rosa ciliato-sepala', 'Rosa cinerascens', 'Rosa cinerosa', 'Rosa cladoleia', 'Rosa communis analoga', 'Rosa communis augustodinensis', 'Rosa communis canina', 'Rosa communis ellipsoides', 'Rosa communis globosa', 'Rosa communis globularis', 'Rosa communis mollardiana', 'Rosa communis oxyphylla', 'Rosa communis pseudoravaudii', 'Rosa communis sublaxa', 'Rosa condensata', 'Rosa congesta', 'Rosa controversa', 'Rosa curticola', 'Rosa desvauxii', 'Rosa didoensis', 'Rosa dilucida', 'Rosa disparilis', 'Rosa dollineriana', 'Rosa dolosa', 'Rosa dumalis afzeliana', 'Rosa dumetorum', 'Rosa dumosa', 'Rosa edita', 'Rosa eriostyla', 'Rosa erythrantha', 'Rosa exilis', 'Rosa fallax', 'Rosa fallens', 'Rosa firma', 'Rosa firmula', 'Rosa fissispina', 'Rosa flavidifolia', 'Rosa flexibilis', 'Rosa fraxinoides', 'Rosa frivaldskyi', 'Rosa frivaldszkyi', 'Rosa frondosa', 'Rosa gabrielis', 'Rosa generalis', 'Rosa glaberrima', 'Rosa glauca', 'Rosa glaucescens', 'Rosa glaucina', 'Rosa globularis', 'Rosa heterostyla', 'Rosa hirsuta', 'Rosa hirtella', 'Rosa hispidula', 'Rosa horridula', 'Rosa inconspicua', 'Rosa insignis', 'Rosa intercedens', 'Rosa kalmiussica', 'Rosa keissleriana', 'Rosa laxifolia', 'Rosa lemaitrei', 'Rosa litigiosa', 'Rosa lonaczevskii', 'Rosa longituba', 'Rosa ludibunda', 'Rosa lutetiana', 'Rosa lutetiana globularis', 'Rosa macroacantha', 'Rosa macrostylis', 'Rosa maeotica', 'Rosa mandonii', 'Rosa marisensis', 'Rosa mediata', 'Rosa medioxima', 'Rosa mollardiana', 'Rosa montivaga', 'Rosa mucronulata', 'Rosa myrtilloides', 'Rosa nemophila', 'Rosa nervulosa', 'Rosa nitens', 'Rosa novella', 'Rosa oblonga', 'Rosa oblongata', 'Rosa occulta', 'Rosa oenensis', 'Rosa ololeia', 'Rosa opaca', 'Rosa oreades', 'Rosa penchenati', 'Rosa platyphylla', 'Rosa plumbea', 'Rosa podolica', 'Rosa polyodon', 'Rosa porrectidens', 'Rosa praeterita', 'Rosa pratincola', 'Rosa prutensis', 'Rosa psilophylla', 'Rosa pubens', 'Rosa ramosissima', 'Rosa raui', 'Rosa reboudiana', 'Rosa retusa', 'Rosa rorida', 'Rosa rougeonensis', 'Rosa rubelliflora', 'Rosa rubescens', 'Rosa sarmentacea', 'Rosa saxatilis', 'Rosa sazillacensis', 'Rosa scabrata', 'Rosa semiglandulosa', 'Rosa senticosa', 'Rosa separabilis', 'Rosa sepium', 'Rosa seposita', 'Rosa simplicidens', 'Rosa slobodjanii', 'Rosa sosnovskyi', 'Rosa sphaerica', 'Rosa sphaeroidea', 'Rosa sphaeroides', 'Rosa spherica', 'Rosa spinetorum', 'Rosa spuria', 'Rosa squarrosa', 'Rosa stenocarpa', 'Rosa stipularis', 'Rosa subcanina', 'Rosa subertii', 'Rosa superba', 'Rosa sylvularum', 'Rosa syntrichostyla', 'Rosa systylomorpha', 'Rosa timbaliana', 'Rosa tomentella blondeauana', 'Rosa tourangianiana', 'Rosa touranginiana', 'Rosa transsilvanica', 'Rosa trichoneura', 'Rosa tyraica', 'Rosa venosa', 'Rosa veredicata', 'Rosa verlotii', 'Rosa villosiucula', 'Rosa villosiuscula', 'Rosa vinacea', 'Rosa vinealis', 'Rosa vinetorum', 'Rosa wettsteinii', 'Rosa willibaldii', 'Rubus lemaitrei', 'Rubus ulmifolius lemaitrei']","['ncbi:74635', 'gbif:3002461', 'irmng:10187848', 'irmng:11165374', 'irmng:10191309', 'irmng:10583886', 'irmng:10182801', 'irmng:10188358', 'irmng:10897732', 'irmng:10188439', 'irmng:11266044', 'irmng:10186247', 'irmng:10196616', 'irmng:10187887', 'irmng:10181494', 'irmng:10181496', 'irmng:10184751', 'irmng:10189661', 'irmng:11234115', 'irmng:10183317', 'irmng:10186709', 'irmng:10186708', 'irmng:10188016', 'irmng:11233533', 'irmng:10429706', 'irmng:10584697', 'irmng:10181738', 'irmng:11118653', 'irmng:10583131', 'irmng:11305296', 'irmng:10191027', 'irmng:10851149', 'irmng:10425748', 'irmng:10183065', 'irmng:10187709', 'irmng:10857986', 'irmng:10187609', 'irmng:11118652', 'irmng:10183323', 'irmng:11035792', 'irmng:10584642', 'irmng:11385382', 'irmng:10586301', 'irmng:10797418', 'irmng:11427663', 'irmng:10766056', 'irmng:11420079', 'irmng:10191075', 'irmng:10188222', 'irmng:10187069', 'irmng:10718709', 'irmng:11311153', 'irmng:10182820', 'irmng:10182786', 'irmng:11036337', 'irmng:10583354', 'irmng:10176659', 'irmng:10191863', 'irmng:10186251', 'irmng:10716833', 'irmng:10191044', 'irmng:11373441', 'irmng:10185084', 'irmng:11078169', 'irmng:11160918', 'irmng:10184511', 'irmng:10956609', 'irmng:11288755', 'irmng:11427893', 'irmng:10585831', 'irmng:10425141', 'irmng:11134661', 'irmng:10191303', 'irmng:11234668', 'irmng:10187726', 'irmng:10192476', 'irmng:11160422', 'irmng:10190043', 'irmng:11254716', 'irmng:11434680', 'irmng:10188245', 'irmng:10186799', 'irmng:10182295', 'irmng:10182294', 'irmng:10192368']",Rosa canina,both
XX 0 FRIBG 10002034,,,,,,Rosaceae,,,,Rosa 'Dir. Benschop',Roseraie,Rosa glauca,86.0,rosa glauca,False,False,ICN,1.0,rosa glauca,['incertae_sedis_inherited'],False,False,Rosa glauca,333889.0,species,ott3.3draft1,"['Rosa caesia glauca', 'Rosa cinnamomea rubrifolia', 'Rosa cinnamonea rubrifolia', 'Rosa ferruginea', 'Rosa glaucescens', 'Rosa gutensteinensis', 'Rosa ilseana', 'Rosa livida', 'Rosa lurida', 'Rosa rubicunda', 'Rosa rubrifolia', 'Rosa rubrifolia cinnamoneoides', 'Rosa rubrifolia senticosiformis']","['ncbi:74637', 'gbif:3003709', 'irmng:10188513', 'irmng:10583372', 'irmng:10765518', 'irmng:10584964', 'irmng:10184052', 'irmng:10586527']",Rosa glauca,both
XX 0 FRIBG 10002035,,,,,,Rosaceae,,,,Rosa 'Dorothy Perkins',Roseraie,Rosa abietina,86.0,rosa abietina,False,False,ICN,1.0,rosa abietina,['incertae_sedis_inherited'],False,False,Rosa abietina,775486.0,species,ott3.3draft1,"['Rosa communis abietina', 'Rosa dematranea', 'Rosa favratii', 'Rosa gisleri', 'Rosa glauca abietina', 'Rosa guentheri', 'Rosa obtusifolia abietina', 'Rosa thomasii']","['ncbi:267228', 'gbif:7914926', 'irmng:10187489', 'irmng:10179730', 'irmng:10587020', 'irmng:11169963', 'irmng:10765245']",Rosa abietina,both
XX 0 FRIBG 10002051,,,,,,Rosaceae,,,,Rosa 'Morlettii',Roseraie,Rosa mollis,69.0,rosa mollis,False,False,ICN,1.0,rosa mollis,['incertae_sedis_inherited'],False,False,Rosa mollis,928210.0,species,ott3.3draft1,"['Rosa atona', 'Rosa austera', 'Rosa brunneata', 'Rosa caerulea', 'Rosa coerulea', 'Rosa cremsensis', 'Rosa delicatula', 'Rosa dubitabilis', 'Rosa expallescens', 'Rosa glabri-pomifera', 'Rosa grossella', 'Rosa heldreichii', 'Rosa hesslensis', 'Rosa heterophylla', 'Rosa huteri', 'Rosa kitaibelii', 'Rosa macracena', 'Rosa macrifolia', 'Rosa molli-bahusiensis', 'Rosa molli-fuscatula', 'Rosa molli-gothoburgensis', 'Rosa molli-prolatula', 'Rosa molli-ramescens', 'Rosa molli-retusata', 'Rosa molli-rotigera', 'Rosa molli-solstitialis', 'Rosa molli-trachyphylla', 'Rosa mollissima', 'Rosa mollissima mollis', 'Rosa permollis', 'Rosa petrophila', 'Rosa pomifera glandulosa', 'Rosa pomifera mollis', 'Rosa porrectella', 'Rosa pulchella', 'Rosa ruprechtii', 'Rosa semi-neoburgensis', 'Rosa tomentosa mollis', 'Rosa tomentosa mollissima', 'Rosa villosa', 'Rosa villosa mollis', 'Rosa zakatalensis']","['ncbi:267242', 'gbif:3003048', 'irmng:11265940', 'irmng:10719516', 'irmng:10583376', 'irmng:11019330', 'irmng:10584137', 'irmng:10183044', 'irmng:10184207', 'irmng:11336198', 'irmng:10186446', 'irmng:10192503', 'irmng:10188654', 'irmng:10183859', 'irmng:10184250', 'irmng:11027592', 'irmng:10186662', 'irmng:10458227', 'irmng:11308090']",Rosa mollis,both
XX 0 FRIBG 10002055,,,,,,Rosaceae,,,,Rosa 'Pax',Roseraie,Rosa acicularis,86.0,rosa acicularis,False,False,ICN,1.0,rosa acicularis,['incertae_sedis_inherited'],False,False,Rosa acicularis,868179.0,species,ott3.3draft1,"['Rosa alpina', 'Rosa carelica', 'Rosa fauriei', 'Rosa korsakoviensis', 'Rosa suavis', 'Rosa taquetii']","['ncbi:117260', 'gbif:3002193', 'irmng:10178119']",Rosa acicularis,both
XX 0 FRIBG 20031222,,,,,,Rosaceae,,,,Rosa 'Snow Ballet',Roseraie,Rosa glauca,86.0,rosa glauca,False,False,ICN,1.0,rosa glauca,['incertae_sedis_inherited'],False,False,Rosa glauca,333889.0,species,ott3.3draft1,"['Rosa caesia glauca', 'Rosa cinnamomea rubrifolia', 'Rosa cinnamonea rubrifolia', 'Rosa ferruginea', 'Rosa glaucescens', 'Rosa gutensteinensis', 'Rosa ilseana', 'Rosa livida', 'Rosa lurida', 'Rosa rubicunda', 'Rosa rubrifolia', 'Rosa rubrifolia cinnamoneoides', 'Rosa rubrifolia senticosiformis']","['ncbi:74637', 'gbif:3003709', 'irmng:10188513', 'irmng:10583372', 'irmng:10765518', 'irmng:10584964', 'irmng:10184052', 'irmng:10586527']",Rosa glauca,both
,,,,,,Rosaceae,,,,Rosa 'Super Dorothy',Roseraie,Rosa glauca,86.0,rosa glauca,False,False,ICN,1.0,rosa glauca,['incertae_sedis_inherited'],False,False,Rosa glauca,333889.0,species,ott3.3draft1,"['Rosa caesia glauca', 'Rosa cinnamomea rubrifolia', 'Rosa cinnamonea rubrifolia', 'Rosa ferruginea', 'Rosa glaucescens', 'Rosa gutensteinensis', 'Rosa ilseana', 'Rosa livida', 'Rosa lurida', 'Rosa rubicunda', 'Rosa rubrifolia', 'Rosa rubrifolia cinnamoneoides', 'Rosa rubrifolia senticosiformis']","['ncbi:74637', 'gbif:3003709', 'irmng:10188513', 'irmng:10583372', 'irmng:10765518', 'irmng:10584964', 'irmng:10184052', 'irmng:10586527']",Rosa glauca,both
XX 0 FRIBG 10002064,,,,,,Rosaceae,,,,Rosa 'Veilchenblau',Roseraie,Rosa glauca,86.0,rosa glauca,False,False,ICN,1.0,rosa glauca,['incertae_sedis_inherited'],False,False,Rosa glauca,333889.0,species,ott3.3draft1,"['Rosa caesia glauca', 'Rosa cinnamomea rubrifolia', 'Rosa cinnamonea rubrifolia', 'Rosa ferruginea', 'Rosa glaucescens', 'Rosa gutensteinensis', 'Rosa ilseana', 'Rosa livida', 'Rosa lurida', 'Rosa rubicunda', 'Rosa rubrifolia', 'Rosa rubrifolia cinnamoneoides', 'Rosa rubrifolia senticosiformis']","['ncbi:74637', 'gbif:3003709', 'irmng:10188513', 'irmng:10583372', 'irmng:10765518', 'irmng:10584964', 'irmng:10184052', 'irmng:10586527']",Rosa glauca,both
XX 0 FRIBG 10002096,18/04/1995,,,,,Rosaceae,,,,Rosa (Penzance 1894) 'Amy Robsart',Roseraie,Rosa abietina,86.0,rosa abietina,False,False,ICN,1.0,rosa abietina,['incertae_sedis_inherited'],False,False,Rosa abietina,775486.0,species,ott3.3draft1,"['Rosa communis abietina', 'Rosa dematranea', 'Rosa favratii', 'Rosa gisleri', 'Rosa glauca abietina', 'Rosa guentheri', 'Rosa obtusifolia abietina', 'Rosa thomasii']","['ncbi:267228', 'gbif:7914926', 'irmng:10187489', 'irmng:10179730', 'irmng:10587020', 'irmng:11169963', 'irmng:10765245']",Rosa abietina,both
CH 0 FRIBG 20160197,,,,,,Rosaceae,,,,Rosa abietina H. Christ,Syst̬me 2,Rosa abietina,90.0,rosa abietina,False,False,ICN,1.0,rosa abietina,['incertae_sedis_inherited'],False,False,Rosa abietina,775486.0,species,ott3.3draft1,"['Rosa communis abietina', 'Rosa dematranea', 'Rosa favratii', 'Rosa gisleri', 'Rosa glauca abietina', 'Rosa guentheri', 'Rosa obtusifolia abietina', 'Rosa thomasii']","['ncbi:267228', 'gbif:7914926', 'irmng:10187489', 'irmng:10179730', 'irmng:10587020', 'irmng:11169963', 'irmng:10765245']",Rosa abietina,both
CA 0 FRIBG 201210059,,,,,,Rosaceae,,,,Rosa acicularis Lindl. s.l.,Syst̬me 2,Rosa acicularis,90.0,rosa acicularis,False,False,ICN,1.0,rosa acicularis,['incertae_sedis_inherited'],False,False,Rosa acicularis,868179.0,species,ott3.3draft1,"['Rosa alpina', 'Rosa carelica', 'Rosa fauriei', 'Rosa korsakoviensis', 'Rosa suavis', 'Rosa taquetii']","['ncbi:117260', 'gbif:3002193', 'irmng:10178119']",Rosa acicularis,both
XX 0 FRIBG 10002066,,,,,,Rosaceae,,,,Rosa arvensis Huds.,Roseraie,Rosa arvensis,95.0,rosa arvensis,False,False,ICN,1.0,rosa arvensis,['incertae_sedis_inherited'],False,False,Rosa arvensis,32065.0,species,ott3.3draft1,"['Ripartia repens', 'Rosa arabica', 'Rosa arvensis blanda', 'Rosa arvensis ovata', 'Rosa arvensis pseudorepens', 'Rosa arvensis repens', 'Rosa baldensis', 'Rosa capreolata', 'Rosa commiserata', 'Rosa dierbachiana', 'Rosa erronea', 'Rosa fastigiata', 'Rosa gallicoides pseudorepens', 'Rosa glauca', 'Rosa halleri', 'Rosa herporhodon', 'Rosa macrostylis', 'Rosa ovata', 'Rosa phalacropoda', 'Rosa repens', 'Rosa reptans', 'Rosa scandens', 'Rosa sempervirens arvensis', 'Rosa seperina', 'Rosa serpens', 'Rosa sylvestris']","['ncbi:136998', 'gbif:3007054', 'irmng:11165383', 'irmng:10584446', 'irmng:10185906', 'irmng:10187587', 'irmng:10188380', 'irmng:10583130', 'irmng:10180708', 'irmng:10182073', 'irmng:10191289', 'irmng:10181039', 'irmng:11437319', 'irmng:11427899', 'irmng:11347714']",Rosa arvensis,both
XX 0 FRIBG 10002912,,,,,,Rosaceae,,,,Rosa canina L.,Roseraie,Rosa canina,95.0,rosa canina,False,False,ICN,1.0,rosa canina,['incertae_sedis_inherited'],False,False,Rosa canina,333885.0,species,ott3.3draft1,"['? blondeauana', '? globularis', 'Crepinia aciphylla', 'Crepinia canina', 'Crepinia psilophylla', 'Rosa acanthina', 'Rosa achburensis', 'Rosa aciphylla', 'Rosa aciphylloides', 'Rosa actinodroma', 'Rosa adenocalyx', 'Rosa adscita', 'Rosa afzeliana', 'Rosa agraria', 'Rosa albolutescens', 'Rosa amansii', 'Rosa ambigua', 'Rosa analoga', 'Rosa ancarensis', 'Rosa arguta', 'Rosa armata', 'Rosa armoricana', 'Rosa arnoldii', 'Rosa aspernata', 'Rosa aspratilis', 'Rosa beatricis', 'Rosa belgradensis', 'Rosa biebersteiniana', 'Rosa bujedana', 'Rosa burnattii', 'Rosa calvatostyla', 'Rosa calycina', 'Rosa canina afzeliana', 'Rosa canina armidae', 'Rosa canina blondeauana', 'Rosa canina dumalis', 'Rosa canina flexibilis', 'Rosa canina glaberrima', 'Rosa canina glabra', 'Rosa canina globosa', 'Rosa canina globularis', 'Rosa canina hirtella', 'Rosa canina libertiae', 'Rosa canina lucorum', 'Rosa canina lutetiana', 'Rosa canina mairei', 'Rosa canina mandonii', 'Rosa canina nitens', 'Rosa canina opaca', 'Rosa canina pedunculipilosa', 'Rosa canina ramosissima', 'Rosa canina scabrata', 'Rosa canina senticosa', 'Rosa canina subinermis', 'Rosa canina substylosa', 'Rosa canina transitoria', 'Rosa canina vinealis', 'Rosa canina vulgaris', 'Rosa caniniformis', 'Rosa caucasea', 'Rosa caucasica', 'Rosa chaboissaei', 'Rosa ciliato-sepala', 'Rosa cinerascens', 'Rosa cinerosa', 'Rosa cladoleia', 'Rosa communis analoga', 'Rosa communis augustodinensis', 'Rosa communis canina', 'Rosa communis ellipsoides', 'Rosa communis globosa', 'Rosa communis globularis', 'Rosa communis mollardiana', 'Rosa communis oxyphylla', 'Rosa communis pseudoravaudii', 'Rosa communis sublaxa', 'Rosa condensata', 'Rosa congesta', 'Rosa controversa', 'Rosa curticola', 'Rosa desvauxii', 'Rosa didoensis', 'Rosa dilucida', 'Rosa disparilis', 'Rosa dollineriana', 'Rosa dolosa', 'Rosa dumalis afzeliana', 'Rosa dumetorum', 'Rosa dumosa', 'Rosa edita', 'Rosa eriostyla', 'Rosa erythrantha', 'Rosa exilis', 'Rosa fallax', 'Rosa fallens', 'Rosa firma', 'Rosa firmula', 'Rosa fissispina', 'Rosa flavidifolia', 'Rosa flexibilis', 'Rosa fraxinoides', 'Rosa frivaldskyi', 'Rosa frivaldszkyi', 'Rosa frondosa', 'Rosa gabrielis', 'Rosa generalis', 'Rosa glaberrima', 'Rosa glauca', 'Rosa glaucescens', 'Rosa glaucina', 'Rosa globularis', 'Rosa heterostyla', 'Rosa hirsuta', 'Rosa hirtella', 'Rosa hispidula', 'Rosa horridula', 'Rosa inconspicua', 'Rosa insignis', 'Rosa intercedens', 'Rosa kalmiussica', 'Rosa keissleriana', 'Rosa laxifolia', 'Rosa lemaitrei', 'Rosa litigiosa', 'Rosa lonaczevskii', 'Rosa longituba', 'Rosa ludibunda', 'Rosa lutetiana', 'Rosa lutetiana globularis', 'Rosa macroacantha', 'Rosa macrostylis', 'Rosa maeotica', 'Rosa mandonii', 'Rosa marisensis', 'Rosa mediata', 'Rosa medioxima', 'Rosa mollardiana', 'Rosa montivaga', 'Rosa mucronulata', 'Rosa myrtilloides', 'Rosa nemophila', 'Rosa nervulosa', 'Rosa nitens', 'Rosa novella', 'Rosa oblonga', 'Rosa oblongata', 'Rosa occulta', 'Rosa oenensis', 'Rosa ololeia', 'Rosa opaca', 'Rosa oreades', 'Rosa penchenati', 'Rosa platyphylla', 'Rosa plumbea', 'Rosa podolica', 'Rosa polyodon', 'Rosa porrectidens', 'Rosa praeterita', 'Rosa pratincola', 'Rosa prutensis', 'Rosa psilophylla', 'Rosa pubens', 'Rosa ramosissima', 'Rosa raui', 'Rosa reboudiana', 'Rosa retusa', 'Rosa rorida', 'Rosa rougeonensis', 'Rosa rubelliflora', 'Rosa rubescens', 'Rosa sarmentacea', 'Rosa saxatilis', 'Rosa sazillacensis', 'Rosa scabrata', 'Rosa semiglandulosa', 'Rosa senticosa', 'Rosa separabilis', 'Rosa sepium', 'Rosa seposita', 'Rosa simplicidens', 'Rosa slobodjanii', 'Rosa sosnovskyi', 'Rosa sphaerica', 'Rosa sphaeroidea', 'Rosa sphaeroides', 'Rosa spherica', 'Rosa spinetorum', 'Rosa spuria', 'Rosa squarrosa', 'Rosa stenocarpa', 'Rosa stipularis', 'Rosa subcanina', 'Rosa subertii', 'Rosa superba', 'Rosa sylvularum', 'Rosa syntrichostyla', 'Rosa systylomorpha', 'Rosa timbaliana', 'Rosa tomentella blondeauana', 'Rosa tourangianiana', 'Rosa touranginiana', 'Rosa transsilvanica', 'Rosa trichoneura', 'Rosa tyraica', 'Rosa venosa', 'Rosa veredicata', 'Rosa verlotii', 'Rosa villosiucula', 'Rosa villosiuscula', 'Rosa vinacea', 'Rosa vinealis', 'Rosa vinetorum', 'Rosa wettsteinii', 'Rosa willibaldii', 'Rubus lemaitrei', 'Rubus ulmifolius lemaitrei']","['ncbi:74635', 'gbif:3002461', 'irmng:10187848', 'irmng:11165374', 'irmng:10191309', 'irmng:10583886', 'irmng:10182801', 'irmng:10188358', 'irmng:10897732', 'irmng:10188439', 'irmng:11266044', 'irmng:10186247', 'irmng:10196616', 'irmng:10187887', 'irmng:10181494', 'irmng:10181496', 'irmng:10184751', 'irmng:10189661', 'irmng:11234115', 'irmng:10183317', 'irmng:10186709', 'irmng:10186708', 'irmng:10188016', 'irmng:11233533', 'irmng:10429706', 'irmng:10584697', 'irmng:10181738', 'irmng:11118653', 'irmng:10583131', 'irmng:11305296', 'irmng:10191027', 'irmng:10851149', 'irmng:10425748', 'irmng:10183065', 'irmng:10187709', 'irmng:10857986', 'irmng:10187609', 'irmng:11118652', 'irmng:10183323', 'irmng:11035792', 'irmng:10584642', 'irmng:11385382', 'irmng:10586301', 'irmng:10797418', 'irmng:11427663', 'irmng:10766056', 'irmng:11420079', 'irmng:10191075', 'irmng:10188222', 'irmng:10187069', 'irmng:10718709', 'irmng:11311153', 'irmng:10182820', 'irmng:10182786', 'irmng:11036337', 'irmng:10583354', 'irmng:10176659', 'irmng:10191863', 'irmng:10186251', 'irmng:10716833', 'irmng:10191044', 'irmng:11373441', 'irmng:10185084', 'irmng:11078169', 'irmng:11160918', 'irmng:10184511', 'irmng:10956609', 'irmng:11288755', 'irmng:11427893', 'irmng:10585831', 'irmng:10425141', 'irmng:11134661', 'irmng:10191303', 'irmng:11234668', 'irmng:10187726', 'irmng:10192476', 'irmng:11160422', 'irmng:10190043', 'irmng:11254716', 'irmng:11434680', 'irmng:10188245', 'irmng:10186799', 'irmng:10182295', 'irmng:10182294', 'irmng:10192368']",Rosa canina,both
XX 0 FRIBG 10002069,,,,,,Rosaceae,,,,Rosa centifolia L.,Roseraie,Rosa centifolia,95.0,rosa centifolia,False,True,ICN,1.0,rosa centifolia,['incertae_sedis_inherited'],False,False,Rosa roxburghii,383285.0,species,ott3.3draft1,"['Juzepczukia microphylla', 'Juzepczukia roxburghii', 'Platyrhodon macrophyllum', 'Platyrhodon microphyllum', 'Rosa centifolia', 'Rosa forrestii', 'Rosa microphylla', 'Rosa microphylla glabra', 'Rosa roxbourgii', 'Rosa roxburghii esetosa', 'Rosa roxburghii normalis', 'Saintpierrea microphylla']","['ncbi:74654', 'gbif:3008635', 'irmng:10184279']",Rosa roxburghii,both
XX 0 FRIBG 10002067,,,,,,Rosaceae,,,,Rosa centifolia L. 'Minima',Roseraie,Rosa centifolia,90.0,rosa centifolia,False,True,ICN,1.0,rosa centifolia,['incertae_sedis_inherited'],False,False,Rosa roxburghii,383285.0,species,ott3.3draft1,"['Juzepczukia microphylla', 'Juzepczukia roxburghii', 'Platyrhodon macrophyllum', 'Platyrhodon microphyllum', 'Rosa centifolia', 'Rosa forrestii', 'Rosa microphylla', 'Rosa microphylla glabra', 'Rosa roxbourgii', 'Rosa roxburghii esetosa', 'Rosa roxburghii normalis', 'Saintpierrea microphylla']","['ncbi:74654', 'gbif:3008635', 'irmng:10184279']",Rosa roxburghii,both
,,,,,,Rosaceae,,,,Rosa centifolia L. 'Muscosa',Roseraie,Rosa centifolia,90.0,rosa centifolia,False,True,ICN,1.0,rosa centifolia,['incertae_sedis_inherited'],False,False,Rosa roxburghii,383285.0,species,ott3.3draft1,"['Juzepczukia microphylla', 'Juzepczukia roxburghii', 'Platyrhodon macrophyllum', 'Platyrhodon microphyllum', 'Rosa centifolia', 'Rosa forrestii', 'Rosa microphylla', 'Rosa microphylla glabra', 'Rosa roxbourgii', 'Rosa roxburghii esetosa', 'Rosa roxburghii normalis', 'Saintpierrea microphylla']","['ncbi:74654', 'gbif:3008635', 'irmng:10184279']",Rosa roxburghii,both
XX 0 FRIBG 10002071,,,,,,Rosaceae,,,,Rosa centifolia L. var. muscosa 'Mme E. Ory',Roseraie,Rosa centifolia,90.0,rosa centifolia,False,True,ICN,1.0,rosa centifolia,['incertae_sedis_inherited'],False,False,Rosa roxburghii,383285.0,species,ott3.3draft1,"['Juzepczukia microphylla', 'Juzepczukia roxburghii', 'Platyrhodon macrophyllum', 'Platyrhodon microphyllum', 'Rosa centifolia', 'Rosa forrestii', 'Rosa microphylla', 'Rosa microphylla glabra', 'Rosa roxbourgii', 'Rosa roxburghii esetosa', 'Rosa roxburghii normalis', 'Saintpierrea microphylla']","['ncbi:74654', 'gbif:3008635', 'irmng:10184279']",Rosa roxburghii,both
XX 0 FRIBG 10002070,,,,,,Rosaceae,,,,Rosa centifolia var. mimata Ser.,Multiplication,Rosa centifolia,90.0,rosa centifolia,False,True,ICN,1.0,rosa centifolia,['incertae_sedis_inherited'],False,False,Rosa roxburghii,383285.0,species,ott3.3draft1,"['Juzepczukia microphylla', 'Juzepczukia roxburghii', 'Platyrhodon macrophyllum', 'Platyrhodon microphyllum', 'Rosa centifolia', 'Rosa forrestii', 'Rosa microphylla', 'Rosa microphylla glabra', 'Rosa roxbourgii', 'Rosa roxburghii esetosa', 'Rosa roxburghii normalis', 'Saintpierrea microphylla']","['ncbi:74654', 'gbif:3008635', 'irmng:10184279']",Rosa roxburghii,both
XX 0 FRIBG 10002072,,,,,,Rosaceae,,,,Rosa chinensis Jacq.,Roseraie,Rosa chinensis,95.0,rosa chinensis,False,False,ICN,1.0,rosa chinensis,['incertae_sedis_inherited'],False,False,Rosa chinensis,1054817.0,species,ott3.3draft1,"['Rosa bengalensis chinensis', 'Rosa borbonica', 'Rosa chinensis manettii', 'Rosa chinensis viridiflora', 'Rosa diversifolia', 'Rosa indica', 'Rosa indica auct., non L.', 'Rosa laurentiae', 'Rosa lawranceana', 'Rosa longifolia', 'Rosa montezumae', 'Rosa mutabilis', 'Rosa nankinensis', 'Rosa nanula', 'Rosa rouletii', 'Rosa roulettii', 'Rosa semperflorens', 'Rosa sinica']","['ncbi:74649', 'gbif:3005039', 'irmng:10182438']",Rosa chinensis,both
