ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur,matched_name,fuzzy_match_score,Inventaire FRIBG,is_approximate_match,is_synonym,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge
XX 0 FRIBG 20170011,,,,,,Orchidaceae,,,,Ophrys tenthredinifera Willd.,Serre froide,Ophrys tenthredinifera,95.0,ophrys tenthredinifera,False,False,ICN,1.0,ophrys tenthredinifera,[],False,False,Ophrys tenthredinifera,99882.0,species,ott3.3draft1,"['Arachnites limbatus', 'Arachnites tenthrediniferus', 'Ophrys amphidami', 'Ophrys aprilia', 'Ophrys arachnites', 'Ophrys di-stefani', 'Ophrys dictynnae', 'Ophrys ficalhoana', 'Ophrys fusca', 'Ophrys grandiflora', 'Ophrys hookeri', 'Ophrys insectifera rosea', 'Ophrys korae', 'Ophrys leochroma', 'Ophrys leochroma sanctae-marcellae', 'Ophrys limbata', 'Ophrys lycomedis', 'Ophrys neglecta', 'Ophrys neglecta riphaea', 'Ophrys riphaea', 'Ophrys rosea', 'Ophrys rosea neglecta', 'Ophrys spectabilis', 'Ophrys tabanifera', 'Ophrys tenoreana', 'Ophrys tenthredinifera aprilia', 'Ophrys tenthredinifera choffatii', 'Ophrys tenthredinifera davei', 'Ophrys tenthredinifera dictynnae', 'Ophrys tenthredinifera ficalhoana', 'Ophrys tenthredinifera glabrescens', 'Ophrys tenthredinifera grandiflora', 'Ophrys tenthredinifera guimaraesii', 'Ophrys tenthredinifera leochroma', 'Ophrys tenthredinifera lutescens', 'Ophrys tenthredinifera neglecta', 'Ophrys tenthredinifera praecox', 'Ophrys tenthredinifera ronda', 'Ophrys tenthredinifera sanctae-marcellae', 'Ophrys tenthredinifera serotina', 'Ophrys tenthredinifera spectabilis', 'Ophrys tenthredinifera tingurtiae', 'Ophrys tenthredinifera ulyssea', 'Ophrys tenthredinifera villosa', 'Ophrys tetuanensis', 'Ophrys ulyssea', 'Ophrys villosa', 'Ophrys villosa sanctae-marcellae']","['ncbi:59330', 'gbif:2793126']",Ophrys tenthredinifera,both
XX 0 FRIBG 19730206,,,,,,Cactaceae,,,,Opuntia ficus-indica (L.) Mill.,Serre 1 Am.,Opuntia ficus-indica,90.0,opuntia ficus-indica,False,False,ICN,1.0,opuntia ficus-indica,[],False,False,Opuntia ficus-indica,396274.0,species,ott3.3draft1,"['Cactus decumanus', 'Cactus ficus-indica', 'Cactus maximus', 'Cactus opuntia', 'Opuntia alfagayucca', 'Opuntia amyclaea', 'Opuntia apurimacensis', 'Opuntia compressa', 'Opuntia cordobensis', 'Opuntia cordodensis', 'Opuntia decumana', 'Opuntia ficus-indica gymnocarpa', 'Opuntia fulvispina', 'Opuntia gymnocarpa', 'Opuntia hispanica', 'Opuntia joconostle', 'Opuntia labouretiana', 'Opuntia maxima', 'Opuntia megacantha', 'Opuntia paraguayensis', 'Opuntia sp. AP', 'Opuntia sp. ASB', 'Opuntia sp. B', 'Opuntia sp. T', 'Opuntia undulata', 'Opuntia vulgaris', 'Opuntia vulgaris Mill., non auct.', 'Platyopuntia apurimacensis', 'Platyopuntia cordobensis']","['ncbi:371859', 'gbif:5384064', 'irmng:11374659', 'irmng:10203612', 'irmng:11239810']",Opuntia ficus-indica,both
XX 0 FRIBG 20070365,,,,,,Cactaceae,,,,Opuntia fragilis (Nutt.) Haw.,Pavillon vert,Opuntia fragilis,90.0,opuntia fragilis,False,False,ICN,1.0,opuntia fragilis,[],False,False,Opuntia fragilis,627845.0,species,ott3.3draft1,"['Cactus fragilis', 'Opuntia brachyarthra', 'Opuntia fragilis brachyarthra', 'Opuntia fragilis denudata', 'Opuntia fragilis fragilis', 'Opuntia schweriniana']","['ncbi:446151', 'gbif:5384113', 'irmng:11134034']",Opuntia fragilis,both
CH 0 FRIBG 20020002,,,,,,Cactaceae,,,,Opuntia humifusa (Raf.) Raf.,Steppe val.,Opuntia humifusa,90.0,opuntia humifusa,False,False,ICN,1.0,opuntia humifusa,[],False,False,Opuntia humifusa,627836.0,species,ott3.3draft1,"['Cactus humifusus', 'Opuntia ammophila', 'Opuntia austrina', 'Opuntia caespitosa', 'Opuntia calcicola', 'Opuntia compressa', 'Opuntia cumulicola', 'Opuntia eburnispina', 'Opuntia impedata', 'Opuntia lata', 'Opuntia mesacantha', 'Opuntia nana', 'Opuntia opuntia', 'Opuntia pisciformis', 'Opuntia pollardii', 'Opuntia pumila', 'Opuntia rafinesquei', 'Opuntia rubrifolia', 'Opuntia turbinata', 'Opuntia turgida', 'Opuntia vulgaris rafinesquii']","['ncbi:446152', 'gbif:5384047', 'irmng:11423180']",Opuntia humifusa,both
CH 0 FRIBG 20020002,,,,,ChÃ¢ssis,Cactaceae,,,,Opuntia humifusa (Raf.) Raf.,SystÃ¨me 3,Opuntia humifusa,90.0,opuntia humifusa,False,False,ICN,1.0,opuntia humifusa,[],False,False,Opuntia humifusa,627836.0,species,ott3.3draft1,"['Cactus humifusus', 'Opuntia ammophila', 'Opuntia austrina', 'Opuntia caespitosa', 'Opuntia calcicola', 'Opuntia compressa', 'Opuntia cumulicola', 'Opuntia eburnispina', 'Opuntia impedata', 'Opuntia lata', 'Opuntia mesacantha', 'Opuntia nana', 'Opuntia opuntia', 'Opuntia pisciformis', 'Opuntia pollardii', 'Opuntia pumila', 'Opuntia rafinesquei', 'Opuntia rubrifolia', 'Opuntia turbinata', 'Opuntia turgida', 'Opuntia vulgaris rafinesquii']","['ncbi:446152', 'gbif:5384047', 'irmng:11423180']",Opuntia humifusa,both
XX 0 FRIBG 19730030,,,,,,Cactaceae,,,,Opuntia microdasys (Lehm.) Pfeiff.,Serre 1 Am.,Opuntia microdasys,90.0,opuntia microdasys,False,False,ICN,1.0,opuntia microdasys,[],False,False,Opuntia microdasys,1074935.0,species,ott3.3draft1,[],"['ncbi:169217', 'gbif:7283961']",Opuntia microdasys,both
XX 0 FRIBG 19730229,,,,,,Cactaceae,,,,Opuntia microdasys subsp. rufida (Engelm.) U. GuzmÃ¡n & Mandujano,Serre 1 Am.,Opuntia microdasys,90.0,opuntia microdasys,False,False,ICN,1.0,opuntia microdasys,[],False,False,Opuntia microdasys,1074935.0,species,ott3.3draft1,[],"['ncbi:169217', 'gbif:7283961']",Opuntia microdasys,both
XX 0 FRIBG 19730230,,,,,,Cactaceae,,,,Opuntia microdasys var. albispina Fobe,Serre 1 Am.,Opuntia microdasys,90.0,opuntia microdasys,False,False,ICN,1.0,opuntia microdasys,[],False,False,Opuntia microdasys,1074935.0,species,ott3.3draft1,[],"['ncbi:169217', 'gbif:7283961']",Opuntia microdasys,both
XX 0 FRIBG 20030729,,,,,,Cactaceae,,,,Opuntia phaeacantha Engl. s.l.,Pavillon vert,Opuntia phaeacantha,90.0,opuntia phaeacantha,False,False,ICN,1.0,opuntia phaeacantha,[],False,False,Opuntia phaeacantha,859713.0,species,ott3.3draft1,"['? brunnea', 'Opuntia arizonica', 'Opuntia azurea', 'Opuntia camanchica', 'Opuntia canada', 'Opuntia chihuahuensis', 'Opuntia dulcis', 'Opuntia engelmannii cycloides', 'Opuntia engelmannii dulcis', 'Opuntia gilvescens', 'Opuntia laevis', 'Opuntia mojavensis', 'Opuntia phaeacantha angustata', 'Opuntia phaeacantha brunnea', 'Opuntia phaeacantha camanchica', 'Opuntia phaeacantha laevis', 'Opuntia phaeacantha mojavensis', 'Opuntia phaeacantha nigricans', 'Opuntia phaeacantha superbospina', 'Opuntia superbospina', 'Opuntia woodsii', 'Opuntia wootonii']","['ncbi:176270', 'gbif:5384038', 'irmng:10214003', 'irmng:11441606', 'irmng:11177820']",Opuntia phaeacantha,both
XX 0 FRIBG 20030730,,,,,,Cactaceae,,,,Opuntia polyacantha Haw.,Pavillon vert,Opuntia polyacantha,95.0,opuntia polyacantha,False,False,ICN,1.0,opuntia polyacantha,[],False,False,Opuntia polyacantha,494240.0,species,ott3.3draft1,"['Opuntia arenaria', 'Opuntia heacockiae', 'Opuntia heacockul', 'Opuntia juniperina', 'Opuntia polyacantha arenaria', 'Opuntia rhodantha', 'Opuntia rutila', 'Opuntia sphaerocarpa', 'Opuntia trichophora']","['ncbi:307728', 'gbif:5384095', 'irmng:10194276', 'irmng:10203910']",Opuntia polyacantha,both
MX 0 FRIBG 19730197,,,,,,Cactaceae,,,,Opuntia scheerii Web.,Serre 1 Am.,Opuntia,90.0,opuntia.,True,False,ICN,0.8571428656578064,opuntia.,[],False,False,Opuntia,151083.0,genus,ott3.3draft1,"['Airampoa', 'Cactodendron', 'Cactus', 'Chaffeyopuntia', 'Clavarioidia', 'Corynopuntia', 'Ficindica', 'Marenopuntia', 'Micropuntia', 'Nopalea', 'Opuntia bernichiana', 'Opuntia feroacantha', 'Parviopuntia', 'Phyllarthus', 'Platyopuntia', 'Pseudotephrocactus', 'Salmiopuntia', 'Subulatopuntia', 'Tunas', 'Weberiopuntia']","['ncbi:106975', 'worms:415722', 'gbif:3084187', 'irmng:1296387', 'irmng:1087027', 'irmng:1019831']",Opuntia,both
XX 0 FRIBG 20120301,,,,,,Cactaceae,,,,Opuntia sp.,Serre 1 Am.,Opuntia,95.0,opuntia.,True,False,ICN,0.8571428656578064,opuntia.,[],False,False,Opuntia,151083.0,genus,ott3.3draft1,"['Airampoa', 'Cactodendron', 'Cactus', 'Chaffeyopuntia', 'Clavarioidia', 'Corynopuntia', 'Ficindica', 'Marenopuntia', 'Micropuntia', 'Nopalea', 'Opuntia bernichiana', 'Opuntia feroacantha', 'Parviopuntia', 'Phyllarthus', 'Platyopuntia', 'Pseudotephrocactus', 'Salmiopuntia', 'Subulatopuntia', 'Tunas', 'Weberiopuntia']","['ncbi:106975', 'worms:415722', 'gbif:3084187', 'irmng:1296387', 'irmng:1087027', 'irmng:1019831']",Opuntia,both
XX 0 FRIBG 20120302,,,,,,Cactaceae,,,,Opuntia sp.,Serre 1 Am.,Opuntia,95.0,opuntia.,True,False,ICN,0.8571428656578064,opuntia.,[],False,False,Opuntia,151083.0,genus,ott3.3draft1,"['Airampoa', 'Cactodendron', 'Cactus', 'Chaffeyopuntia', 'Clavarioidia', 'Corynopuntia', 'Ficindica', 'Marenopuntia', 'Micropuntia', 'Nopalea', 'Opuntia bernichiana', 'Opuntia feroacantha', 'Parviopuntia', 'Phyllarthus', 'Platyopuntia', 'Pseudotephrocactus', 'Salmiopuntia', 'Subulatopuntia', 'Tunas', 'Weberiopuntia']","['ncbi:106975', 'worms:415722', 'gbif:3084187', 'irmng:1296387', 'irmng:1087027', 'irmng:1019831']",Opuntia,both
XX 0 FRIBG 19730029,,,,,,Cactaceae,,,,Opuntia tuna (L.) Mill. var. monstrosa,Serre 1 Am.,Opuntia,90.0,opuntia.,True,False,ICN,0.8571428656578064,opuntia.,[],False,False,Opuntia,151083.0,genus,ott3.3draft1,"['Airampoa', 'Cactodendron', 'Cactus', 'Chaffeyopuntia', 'Clavarioidia', 'Corynopuntia', 'Ficindica', 'Marenopuntia', 'Micropuntia', 'Nopalea', 'Opuntia bernichiana', 'Opuntia feroacantha', 'Parviopuntia', 'Phyllarthus', 'Platyopuntia', 'Pseudotephrocactus', 'Salmiopuntia', 'Subulatopuntia', 'Tunas', 'Weberiopuntia']","['ncbi:106975', 'worms:415722', 'gbif:3084187', 'irmng:1296387', 'irmng:1087027', 'irmng:1019831']",Opuntia,both
XX 0 FRIBG 10001713,,,,,,Cactaceae,,,,Opuntia tunicata (Lehm.) Pfeiff.,Serre 1 Am.,Opuntia,90.0,opuntia.,True,False,ICN,0.8571428656578064,opuntia.,[],False,False,Opuntia,151083.0,genus,ott3.3draft1,"['Airampoa', 'Cactodendron', 'Cactus', 'Chaffeyopuntia', 'Clavarioidia', 'Corynopuntia', 'Ficindica', 'Marenopuntia', 'Micropuntia', 'Nopalea', 'Opuntia bernichiana', 'Opuntia feroacantha', 'Parviopuntia', 'Phyllarthus', 'Platyopuntia', 'Pseudotephrocactus', 'Salmiopuntia', 'Subulatopuntia', 'Tunas', 'Weberiopuntia']","['ncbi:106975', 'worms:415722', 'gbif:3084187', 'irmng:1296387', 'irmng:1087027', 'irmng:1019831']",Opuntia,both
XX 0 FRIBG 19970288,,,,,,Apocynaceae,,,,Orbea variegata (L.) Haw.,Serre 1 S-Afr.,Orbea variegata,90.0,orbea variegata,False,False,ICN,1.0,orbea variegata,[],False,False,Orbea variegata,702167.0,species,ott3.3draft1,"['? bufonia', '? clypeata', '? quinquenervis', 'Ceropegia mixta', 'Gonostapelia maculosa', 'Orbea anguinea', 'Orbea bisulca', 'Orbea bufonia', 'Orbea clypeata', 'Orbea conspurcata', 'Orbea curtisii', 'Orbea inodora', 'Orbea lepida', 'Orbea maculosa', 'Orbea marginata', 'Orbea marmorata', 'Orbea mixta', 'Orbea normalis', 'Orbea orbicularis', 'Orbea picta', 'Orbea planiflora', 'Orbea planiflora marginata', 'Orbea quinquenervia', 'Orbea retusa', 'Orbea rugosa', 'Orbea variegata clypeata', 'Orbea woodfordiana', 'Podanthes lepida', 'Stapelia anguinea', 'Stapelia atrata', 'Stapelia atropurpurea', 'Stapelia beffoniana', 'Stapelia bidentata', 'Stapelia bifolia', 'Stapelia bisulca', 'Stapelia bufonia', 'Stapelia ciliolata', 'Stapelia ciliolulata', 'Stapelia clypeata', 'Stapelia conspurcata', 'Stapelia curtisii', 'Stapelia hanburyana', 'Stapelia hispida', 'Stapelia horizontalis', 'Stapelia inodora', 'Stapelia lepida', 'Stapelia limosa', 'Stapelia maculosa', 'Stapelia marginata', 'Stapelia marmorata', 'Stapelia mixta', 'Stapelia monstrosa', 'Stapelia normalis', 'Stapelia obliqua', 'Stapelia ophiuncula', 'Stapelia orbicularis', 'Stapelia orbiculata', 'Stapelia picta', 'Stapelia planiflora', 'Stapelia planiflora marginata', 'Stapelia quinquenervis', 'Stapelia retusa', 'Stapelia rugosa', 'Stapelia scutellata', 'Stapelia scylla', 'Stapelia trisulca', 'Stapelia variegata', 'Stapelia variegata atrata', 'Stapelia variegata atropurpurea', 'Stapelia variegata brevicornis', 'Stapelia variegata bufonia', 'Stapelia variegata clypeata', 'Stapelia variegata conspurcata', 'Stapelia variegata curtisii', 'Stapelia variegata horizontalis', 'Stapelia variegata laeta', 'Stapelia variegata marginata', 'Stapelia variegata marmorata', 'Stapelia variegata mixta', 'Stapelia variegata normalis', 'Stapelia variegata pallida', 'Stapelia variegata picta', 'Stapelia variegata planiflora', 'Stapelia variegata prometheus', 'Stapelia variegata retusa', 'Stapelia variegata rugosa', 'Stapelia variegata trisulca', 'Stapelia woodfordiana', 'Stissera anguina', 'Stissera atropurpurea', 'Stissera bisulca', 'Stissera bufonia', 'Stissera curtisii', 'Stissera inodora', 'Stissera irrorata', 'Stissera lepida', 'Stissera maculosa', 'Stissera marginata', 'Stissera mixta', 'Stissera picta', 'Stissera planiflora', 'Stissera quinquenervis', 'Stissera woodfordiana', 'Stisseria variegata', 'Tridentea rugosa', 'Tromotriche obliqua']","['ncbi:141497', 'gbif:9534856']",Orbea variegata,both
XX 0 FRIBG 10000232,,,,,,Orchidaceae,,,,Orchidaceae sp.,Serre 2,Orchidaceae,95.0,orchidaceae.,True,False,ICN,0.9090909361839294,orchidaceae.,[],False,False,Orchidaceae,568878.0,family,ott3.3draft1,"['Apostasiaceae', 'Cypripediaceae', 'Limodoraceae', 'Liparidaceae', 'Neottiaceae', 'Neuwiediaceae', 'Ophrydaceae', 'Pycnanthaceae', 'Vanillaceae']","['ncbi:4747', 'worms:414854', 'gbif:7689', 'irmng:114451']",Orchidaceae,both
XX 0 FRIBG 10000235,,,,,,Orchidaceae,,,,Orchidaceae sp.,Serre 2,Orchidaceae,95.0,orchidaceae.,True,False,ICN,0.9090909361839294,orchidaceae.,[],False,False,Orchidaceae,568878.0,family,ott3.3draft1,"['Apostasiaceae', 'Cypripediaceae', 'Limodoraceae', 'Liparidaceae', 'Neottiaceae', 'Neuwiediaceae', 'Ophrydaceae', 'Pycnanthaceae', 'Vanillaceae']","['ncbi:4747', 'worms:414854', 'gbif:7689', 'irmng:114451']",Orchidaceae,both
XX 0 FRIBG 10000228,,,,,,Orchidaceae,,,,Orchidaceae sp.,Serre 2,Orchidaceae,95.0,orchidaceae.,True,False,ICN,0.9090909361839294,orchidaceae.,[],False,False,Orchidaceae,568878.0,family,ott3.3draft1,"['Apostasiaceae', 'Cypripediaceae', 'Limodoraceae', 'Liparidaceae', 'Neottiaceae', 'Neuwiediaceae', 'Ophrydaceae', 'Pycnanthaceae', 'Vanillaceae']","['ncbi:4747', 'worms:414854', 'gbif:7689', 'irmng:114451']",Orchidaceae,both
XX 0 FRIBG 10000229,,,,,,Orchidaceae,,,,Orchidaceae sp.,Serre 2,Orchidaceae,95.0,orchidaceae.,True,False,ICN,0.9090909361839294,orchidaceae.,[],False,False,Orchidaceae,568878.0,family,ott3.3draft1,"['Apostasiaceae', 'Cypripediaceae', 'Limodoraceae', 'Liparidaceae', 'Neottiaceae', 'Neuwiediaceae', 'Ophrydaceae', 'Pycnanthaceae', 'Vanillaceae']","['ncbi:4747', 'worms:414854', 'gbif:7689', 'irmng:114451']",Orchidaceae,both
XX 0 FRIBG 10000230,,,,,,Orchidaceae,,,,Orchidaceae sp.,Serre 2,Orchidaceae,95.0,orchidaceae.,True,False,ICN,0.9090909361839294,orchidaceae.,[],False,False,Orchidaceae,568878.0,family,ott3.3draft1,"['Apostasiaceae', 'Cypripediaceae', 'Limodoraceae', 'Liparidaceae', 'Neottiaceae', 'Neuwiediaceae', 'Ophrydaceae', 'Pycnanthaceae', 'Vanillaceae']","['ncbi:4747', 'worms:414854', 'gbif:7689', 'irmng:114451']",Orchidaceae,both
XX 0 FRIBG 10000231,,,,,,Orchidaceae,,,,Orchidaceae sp.,Serre 2,Orchidaceae,95.0,orchidaceae.,True,False,ICN,0.9090909361839294,orchidaceae.,[],False,False,Orchidaceae,568878.0,family,ott3.3draft1,"['Apostasiaceae', 'Cypripediaceae', 'Limodoraceae', 'Liparidaceae', 'Neottiaceae', 'Neuwiediaceae', 'Ophrydaceae', 'Pycnanthaceae', 'Vanillaceae']","['ncbi:4747', 'worms:414854', 'gbif:7689', 'irmng:114451']",Orchidaceae,both
XX 0 FRIBG 10000236,,,,,,Orchidaceae,,,,Orchidaceae sp.,Serre 4,Orchidaceae,95.0,orchidaceae.,True,False,ICN,0.9090909361839294,orchidaceae.,[],False,False,Orchidaceae,568878.0,family,ott3.3draft1,"['Apostasiaceae', 'Cypripediaceae', 'Limodoraceae', 'Liparidaceae', 'Neottiaceae', 'Neuwiediaceae', 'Ophrydaceae', 'Pycnanthaceae', 'Vanillaceae']","['ncbi:4747', 'worms:414854', 'gbif:7689', 'irmng:114451']",Orchidaceae,both
XX 0 FRIBG 10003246,,,,,,Orchidaceae,,,,Orchidaceae sp.,Serre 2,Orchidaceae,95.0,orchidaceae.,True,False,ICN,0.9090909361839294,orchidaceae.,[],False,False,Orchidaceae,568878.0,family,ott3.3draft1,"['Apostasiaceae', 'Cypripediaceae', 'Limodoraceae', 'Liparidaceae', 'Neottiaceae', 'Neuwiediaceae', 'Ophrydaceae', 'Pycnanthaceae', 'Vanillaceae']","['ncbi:4747', 'worms:414854', 'gbif:7689', 'irmng:114451']",Orchidaceae,both
XX 0 FRIBG 20170005,,,,,,Orchidaceae,,,,Orchis laxiflora Lam.,Serre froide,Orchis laxiflora,95.0,orchis laxiflora,False,True,ICN,1.0,orchis laxiflora,[],False,False,Anacamptis laxiflora,99875.0,species,ott3.3draft1,"['Anacamptis laxiflora albiflora', 'Anacamptis laxiflora dielsiana', 'Anacamptis laxiflora dinsmorei', 'Anacamptis laxiflora laxiflora', 'Anacamptis papilionacea heroica', 'Herorchis dinsmorei', 'Herorchis laxiflora', 'Herorchis pseudolaxiflora', 'Orchis ambigua', 'Orchis ambigua publ', 'Orchis biloba', 'Orchis dinsmorei', 'Orchis dubia', 'Orchis elegans dinsmorei', 'Orchis ensifolia', 'Orchis heroica', 'Orchis laxiflora', 'Orchis laxiflora albiflora', 'Orchis laxiflora dielsiana', 'Orchis laxiflora dinsmorei', 'Orchis laxiflora ensifolia', 'Orchis laxiflora guadarramica', 'Orchis laxiflora heldreichii', 'Orchis laxiflora javorkae', 'Orchis laxiflora laxiflora', 'Orchis laxiflora lengyelii', 'Orchis laxiflora longibracteata', 'Orchis laxiflora micrantha', 'Orchis laxiflora minor', 'Orchis laxiflora paludosa', 'Orchis laxiflora persica', 'Orchis laxiflora pocutica', 'Orchis laxiflora tabernaemontani', 'Orchis laxiflora zimmermannii', 'Orchis mediterranea', 'Orchis morio angustifolia', 'Orchis palustris laxiflora', 'Orchis palustris micrantha', 'Orchis palustris pseudolaxiflora', 'Orchis papilionacea heroica', 'Orchis pseudolaxiflora', 'Orchis tabernaemontani', 'Paludorchis dinsmorei', 'Paludorchis laxiflora', 'Paludorchis pseudolaxiflora', 'Vermeulenia papilionacea heroica']","['ncbi:59336', 'gbif:2808426']",Anacamptis laxiflora,both
XX 0 FRIBG 20170012,,,,,,Orchidaceae,,,,Orchis papilionacea L.,Serre froide,Orchis papilionacea,95.0,orchis papilionacea,False,True,ICN,1.0,orchis papilionacea,[],False,False,Anacamptis papilionacea,468385.0,species,ott3.3draft1,"['Anacamptis papilionacea aegaea', 'Anacamptis papilionacea alibertis', 'Anacamptis papilionacea balcanica', 'Anacamptis papilionacea expansa', 'Anacamptis papilionacea grandiflora', 'Anacamptis papilionacea messenica', 'Anacamptis papilionacea nivea', 'Anacamptis papilionacea palaestina', 'Anacamptis papilionacea papilionacea', 'Anacamptis papilionacea parviflora', 'Anacamptis papilionacea rubra', 'Anacamptis papilionacea schirwanica', 'Anacamptis papilionacea thaliae', 'Herorchis papilionacea', 'Herorchis papilionacea expansa', 'Herorchis papilionacea messenica', 'Herorchis papilionacea palaestina', 'Herorchis papilionacea schirwanica', 'Orchis bruhnsiana', 'Orchis candida', 'Orchis caspia', 'Orchis decipiens', 'Orchis expansa', 'Orchis moriopapilionacea', 'Orchis papilionacea', 'Orchis papilionacea alibertis', 'Orchis papilionacea balcanica', 'Orchis papilionacea bruhnsiana', 'Orchis papilionacea expansa', 'Orchis papilionacea grandiflora', 'Orchis papilionacea major', 'Orchis papilionacea messenica', 'Orchis papilionacea minimus', 'Orchis papilionacea morgetiana', 'Orchis papilionacea palaestina', 'Orchis papilionacea papilionacea', 'Orchis papilionacea parviflora', 'Orchis papilionacea rosea', 'Orchis papilionacea rubra', 'Orchis papilionacea schirwanica', 'Orchis papilionacea vexillifera', 'Orchis rubra', 'Orchis rubra expansa', 'Orchis schirwanica', 'Vermeulenia caspia', 'Vermeulenia papilionacea', 'Vermeulenia papilionacea aegaea', 'Vermeulenia papilionacea alibertis', 'Vermeulenia papilionacea balcanica', 'Vermeulenia papilionacea bruhnsiana', 'Vermeulenia papilionacea expansa', 'Vermeulenia papilionacea grandiflora', 'Vermeulenia papilionacea messenica', 'Vermeulenia papilionacea morgetiana', 'Vermeulenia papilionacea palaestina', 'Vermeulenia papilionacea rubra', 'Vermeulenia papilionacea vexillifera']","['ncbi:59342', 'gbif:2808646']",Anacamptis papilionacea,both
CH 0 FRIBG 20040327,"ClÃ©ment Benoit, 2004",,,,,Orchidaceae,,,,Orchis simia Lam.,Pl. protÃ©gÃ©es,Orchis simia,95.0,orchis simia,False,False,ICN,1.0,orchis simia,[],False,False,Orchis simia,468401.0,species,ott3.3draft1,"['Orchis militaris simia', 'Orchis simia brevidens']","['ncbi:59348', 'gbif:2812415']",Orchis simia,both
XX 0 FRIBG 20120270,Jakob Christine 2012,,,,,Cactaceae,,,,Oreocereus trollii (Kupper) Backeb.,Serre 1 Am.,Oreocereus trollii,90.0,oreocereus trollii,False,False,ICN,1.0,oreocereus trollii,[],False,False,Oreocereus trollii,640700.0,species,ott3.3draft1,"['Borzicactus trollii', 'Oreocereus crassiniveus', 'Oreocereus trollii crassiniveus']","['ncbi:1217492', 'gbif:7282505']",Oreocereus trollii,both
XX 0 FRIBG 20170009,,,,,,Orchidaceae,,,,Oreorchis patens (Lindl.) Lindl.,Serre froide,Oreorchis patens,90.0,oreorchis patens,False,False,ICN,1.0,oreorchis patens,[],False,False,Oreorchis patens,214455.0,species,ott3.3draft1,"['Corallorhiza patens', 'Diplolabellum confluens', 'Diplolabellum coreanum', 'Oreorchis coreana', 'Oreorchis gracilis', 'Oreorchis gracilis gracillima', 'Oreorchis gracillima', 'Oreorchis lancifolia', 'Oreorchis patens confluens', 'Oreorchis patens coreana', 'Oreorchis patens gracilis', 'Oreorchis patens gracillima', 'Oreorchis setschuanica', 'Oreorchis yunnanensis']","['ncbi:459599', 'gbif:2833919']",Oreorchis patens,both
XX 0 FRIBG 20130286,,,,,,Lamiaceae,,,,Origanum dictamnus L.,Mur,Origanum dictamnus,95.0,origanum dictamnus,False,False,ICN,1.0,origanum dictamnus,[],False,False,Origanum dictamnus,479025.0,species,ott3.3draft1,"['Amaracus dictamnus', 'Amaracus tomentosus', 'Majorana dictamnus', 'Origanum dictamnifolium', 'Origanum pseudodictamnus']","['ncbi:497761', 'gbif:3894972']",Origanum dictamnus,both
XX 0 FRIBG 20130286,,,,,,Lamiaceae,,,,Origanum dictamnus L.,Rocaille 3,Origanum dictamnus,95.0,origanum dictamnus,False,False,ICN,1.0,origanum dictamnus,[],False,False,Origanum dictamnus,479025.0,species,ott3.3draft1,"['Amaracus dictamnus', 'Amaracus tomentosus', 'Majorana dictamnus', 'Origanum dictamnifolium', 'Origanum pseudodictamnus']","['ncbi:497761', 'gbif:3894972']",Origanum dictamnus,both
XX 0 FRIBG 20130286,,,,,,Lamiaceae,,,,Origanum dictamnus L.,Bacs tuf,Origanum dictamnus,95.0,origanum dictamnus,False,False,ICN,1.0,origanum dictamnus,[],False,False,Origanum dictamnus,479025.0,species,ott3.3draft1,"['Amaracus dictamnus', 'Amaracus tomentosus', 'Majorana dictamnus', 'Origanum dictamnifolium', 'Origanum pseudodictamnus']","['ncbi:497761', 'gbif:3894972']",Origanum dictamnus,both
XX 0 FRIBG 10001720,,,,,,Lamiaceae,,,13 s,Origanum majorana L.,SystÃ¨me 1,Origanum majorana,95.0,origanum majorana,False,False,ICN,1.0,origanum majorana,[],False,False,Origanum majorana,61897.0,species,ott3.3draft1,"['Amaracus majorana', 'Majorana cretica hortorum', 'Majorana dubia', 'Majorana fragrans', 'Majorana hortensis', 'Majorana majorana', 'Majorana majorana publ', 'Majorana mexicana', 'Majorana ovalifolia', 'Majorana ovatifolia', 'Majorana suffruticosa', 'Majorana tenuifolia', 'Majorana uncinata', 'Origanum confertum', 'Origanum dubium', 'Origanum majorana majoranoides', 'Origanum majorana tenuifolium', 'Origanum majoranoides', 'Origanum salvifolium', 'Origanum syriacum dubium', 'Thymus majorana']","['ncbi:268884', 'gbif:2926615', 'irmng:10207971']",Origanum majorana,both
IL 0 FRIBG 20210105,,,,,,Lamiaceae,,,,Origanum syriacum L. s.l.,Mur,Origanum vulgare,86.0,origanum vulgare,False,False,ICN,1.0,origanum vulgare,[],False,False,Origanum vulgare,305918.0,species,ott3.3draft1,"['? prismaticum', 'Origanum heracleoticum Rchb., nom. illeg.', 'Origanum prismaticum', 'Origanum purpurascens', 'Origanum vulgare prismaticum', 'Thymus origanum']","['ncbi:39352', 'gbif:2926612', 'irmng:10207972']",Origanum vulgare,both
